GENERATION_PROJECT,timepoint,gen_max_capacity_factor
Shaanxi-Wind_EP-ep,2050.04.29.18.00,0.235
Shaanxi-Wind_EP-ep,2050.04.29.19.00,0.293
Shaanxi-Wind_EP-ep,2050.04.29.20.00,0.22
Shaanxi-Wind_EP-ep,2050.04.29.21.00,0.113
Shaanxi-Wind_EP-ep,2050.04.29.22.00,0.051
Shaanxi-Wind_EP-ep,2050.04.29.23.00,0.038
Shaanxi-Wind_EP-ep,2050.07.23.00.00,0.13
Shaanxi-Wind_EP-ep,2050.07.23.01.00,0.239
Shaanxi-Wind_EP-ep,2050.07.23.02.00,0.354
Shaanxi-Wind_EP-ep,2050.07.23.03.00,0.391
Shaanxi-Wind_EP-ep,2050.07.23.04.00,0.392
Shaanxi-Wind_EP-ep,2050.07.23.05.00,0.348
Shaanxi-Wind_EP-ep,2050.07.23.06.00,0.293
Shaanxi-Wind_EP-ep,2050.07.23.07.00,0.112
Shaanxi-Wind_EP-ep,2050.07.23.08.00,0.032
Shaanxi-Wind_EP-ep,2050.07.23.09.00,0.044
Shaanxi-Wind_EP-ep,2050.07.23.10.00,0.066
Shaanxi-Wind_EP-ep,2050.07.23.11.00,0.086
Shaanxi-Wind_EP-ep,2050.07.23.12.00,0.106
Shaanxi-Wind_EP-ep,2050.07.23.13.00,0.12
Shaanxi-Wind_EP-ep,2050.07.23.14.00,0.122
Shaanxi-Wind_EP-ep,2050.07.23.15.00,0.117
Shaanxi-Wind_EP-ep,2050.07.23.16.00,0.107
Shaanxi-Wind_EP-ep,2050.07.23.17.00,0.08
Shaanxi-Wind_EP-ep,2050.07.23.18.00,0.04
Shaanxi-Wind_EP-ep,2050.07.23.19.00,0.006
Shaanxi-Wind_EP-ep,2050.07.23.20.00,0.006
Shaanxi-Wind_EP-ep,2050.07.23.21.00,0.055
Shaanxi-Wind_EP-ep,2050.07.23.22.00,0.188
Shaanxi-Wind_EP-ep,2050.07.23.23.00,0.297
Shaanxi-Wind_EP-ep,2050.10.22.00.00,0.119
Shaanxi-Wind_EP-ep,2050.10.22.01.00,0.112
Shaanxi-Wind_EP-ep,2050.10.22.02.00,0.096
Shaanxi-Wind_EP-ep,2050.10.22.03.00,0.075
Shaanxi-Wind_EP-ep,2050.10.22.04.00,0.052
Shaanxi-Wind_EP-ep,2050.10.22.05.00,0.032
Shaanxi-Wind_EP-ep,2050.10.22.06.00,0.024
Shaanxi-Wind_EP-ep,2050.10.22.07.00,0.013
Shaanxi-Wind_EP-ep,2050.10.22.08.00,0.039
Shaanxi-Wind_EP-ep,2050.10.22.09.00,0.078
Shaanxi-Wind_EP-ep,2050.10.22.10.00,0.11
Shaanxi-Wind_EP-ep,2050.10.22.11.00,0.136
Shaanxi-Wind_EP-ep,2050.10.22.12.00,0.153
Shaanxi-Wind_EP-ep,2050.10.22.13.00,0.155
Shaanxi-Wind_EP-ep,2050.10.22.14.00,0.151
Shaanxi-Wind_EP-ep,2050.10.22.15.00,0.15
Shaanxi-Wind_EP-ep,2050.10.22.16.00,0.167
Shaanxi-Wind_EP-ep,2050.10.22.17.00,0.19
Shaanxi-Wind_EP-ep,2050.10.22.18.00,0.23
Shaanxi-Wind_EP-ep,2050.10.22.19.00,0.332
Shaanxi-Wind_EP-ep,2050.10.22.20.00,0.401
Shaanxi-Wind_EP-ep,2050.10.22.21.00,0.434
Shaanxi-Wind_EP-ep,2050.10.22.22.00,0.405
Shaanxi-Wind_EP-ep,2050.10.22.23.00,0.379
Shandong-Wind_EP-ep,2050.01.04.00.00,0.242
Shandong-Wind_EP-ep,2050.01.04.01.00,0.337
Shandong-Wind_EP-ep,2050.01.04.02.00,0.331
Shandong-Wind_EP-ep,2050.01.04.03.00,0.245
Shandong-Wind_EP-ep,2050.01.04.04.00,0.187
Shandong-Wind_EP-ep,2050.01.04.05.00,0.221
Shandong-Wind_EP-ep,2050.01.04.06.00,0.319
Shandong-Wind_EP-ep,2050.01.04.07.00,0.405
Shandong-Wind_EP-ep,2050.01.04.08.00,0.369
Shandong-Wind_EP-ep,2050.01.04.09.00,0.167
Shandong-Wind_EP-ep,2050.01.04.10.00,0.142
Shandong-Wind_EP-ep,2050.01.04.11.00,0.285
Shandong-Wind_EP-ep,2050.01.04.12.00,0.239
Shandong-Wind_EP-ep,2050.01.04.13.00,0.157
Shandong-Wind_EP-ep,2050.01.04.14.00,0.104
Shandong-Wind_EP-ep,2050.01.04.15.00,0.096
Shandong-Wind_EP-ep,2050.01.04.16.00,0.106
Shandong-Wind_EP-ep,2050.01.04.17.00,0.137
Shandong-Wind_EP-ep,2050.01.04.18.00,0.182
Shandong-Wind_EP-ep,2050.01.04.19.00,0.218
Shandong-Wind_EP-ep,2050.01.04.20.00,0.236
Shandong-Wind_EP-ep,2050.01.04.21.00,0.233
Shandong-Wind_EP-ep,2050.01.04.22.00,0.209
Shandong-Wind_EP-ep,2050.01.04.23.00,0.147
Shandong-Wind_EP-ep,2050.04.29.00.00,0.169
Shandong-Wind_EP-ep,2050.04.29.01.00,0.248
Shandong-Wind_EP-ep,2050.04.29.02.00,0.292
Shandong-Wind_EP-ep,2050.04.29.03.00,0.299
Shandong-Wind_EP-ep,2050.04.29.04.00,0.339
Shandong-Wind_EP-ep,2050.04.29.05.00,0.412
Shandong-Wind_EP-ep,2050.04.29.06.00,0.231
Shandong-Wind_EP-ep,2050.04.29.07.00,0.264
Shandong-Wind_EP-ep,2050.04.29.08.00,0.318
Shandong-Wind_EP-ep,2050.04.29.09.00,0.241
Shandong-Wind_EP-ep,2050.04.29.10.00,0.174
Shandong-Wind_EP-ep,2050.04.29.11.00,0.207
Shandong-Wind_EP-ep,2050.04.29.12.00,0.245
Shandong-Wind_EP-ep,2050.04.29.13.00,0.294
Shandong-Wind_EP-ep,2050.04.29.14.00,0.33
Shandong-Wind_EP-ep,2050.04.29.15.00,0.349
Shandong-Wind_EP-ep,2050.04.29.16.00,0.377
Shandong-Wind_EP-ep,2050.04.29.17.00,0.416
Shandong-Wind_EP-ep,2050.04.29.18.00,0.52
Shandong-Wind_EP-ep,2050.04.29.19.00,0.706
Shandong-Wind_EP-ep,2050.04.29.20.00,0.758
Shandong-Wind_EP-ep,2050.04.29.21.00,0.752
Shandong-Wind_EP-ep,2050.04.29.22.00,0.727
Shandong-Wind_EP-ep,2050.04.29.23.00,0.728
Shandong-Wind_EP-ep,2050.07.23.00.00,0.26
Shandong-Wind_EP-ep,2050.07.23.01.00,0.203
Shandong-Wind_EP-ep,2050.07.23.02.00,0.197
Shandong-Wind_EP-ep,2050.07.23.03.00,0.26
Shandong-Wind_EP-ep,2050.07.23.04.00,0.32
Shandong-Wind_EP-ep,2050.07.23.05.00,0.291
Shandong-Wind_EP-ep,2050.07.23.06.00,0.197
Shandong-Wind_EP-ep,2050.07.23.07.00,0.088
Shandong-Wind_EP-ep,2050.07.23.08.00,0
Shandong-Wind_EP-ep,2050.07.23.09.00,0
Shandong-Wind_EP-ep,2050.07.23.10.00,0.006
Shandong-Wind_EP-ep,2050.07.23.11.00,0.013
Shandong-Wind_EP-ep,2050.07.23.12.00,0.015
Shandong-Wind_EP-ep,2050.07.23.13.00,0.022
Shandong-Wind_EP-ep,2050.07.23.14.00,0.031
Shandong-Wind_EP-ep,2050.07.23.15.00,0.047
Shandong-Wind_EP-ep,2050.07.23.16.00,0.086
Shandong-Wind_EP-ep,2050.07.23.17.00,0.17
Shandong-Wind_EP-ep,2050.07.23.18.00,0.365
Shandong-Wind_EP-ep,2050.07.23.19.00,0.567
Shandong-Wind_EP-ep,2050.07.23.20.00,0.518
Shandong-Wind_EP-ep,2050.07.23.21.00,0.351
Shandong-Wind_EP-ep,2050.07.23.22.00,0.23
Shandong-Wind_EP-ep,2050.07.23.23.00,0.19
Shandong-Wind_EP-ep,2050.10.22.00.00,0.367
Shandong-Wind_EP-ep,2050.10.22.01.00,0.333
Shandong-Wind_EP-ep,2050.10.22.02.00,0.35
Shandong-Wind_EP-ep,2050.10.22.03.00,0.371
Shandong-Wind_EP-ep,2050.10.22.04.00,0.372
Shandong-Wind_EP-ep,2050.10.22.05.00,0.36
Shandong-Wind_EP-ep,2050.10.22.06.00,0.337
Shandong-Wind_EP-ep,2050.10.22.07.00,0.191
Shandong-Wind_EP-ep,2050.10.22.08.00,0.116
Shandong-Wind_EP-ep,2050.10.22.09.00,0.166
Shandong-Wind_EP-ep,2050.10.22.10.00,0.118
Shandong-Wind_EP-ep,2050.10.22.11.00,0.106
Shandong-Wind_EP-ep,2050.10.22.12.00,0.103
Shandong-Wind_EP-ep,2050.10.22.13.00,0.095
Shandong-Wind_EP-ep,2050.10.22.14.00,0.077
Shandong-Wind_EP-ep,2050.10.22.15.00,0.058
Shandong-Wind_EP-ep,2050.10.22.16.00,0.058
Shandong-Wind_EP-ep,2050.10.22.17.00,0.081
Shandong-Wind_EP-ep,2050.10.22.18.00,0.134
Shandong-Wind_EP-ep,2050.10.22.19.00,0.189
Shandong-Wind_EP-ep,2050.10.22.20.00,0.221
Shandong-Wind_EP-ep,2050.10.22.21.00,0.209
Shandong-Wind_EP-ep,2050.10.22.22.00,0.156
Shandong-Wind_EP-ep,2050.10.22.23.00,0.123
Shanghai-Wind_EP-ep,2050.01.04.00.00,0.534
Shanghai-Wind_EP-ep,2050.01.04.01.00,0.447
Shanghai-Wind_EP-ep,2050.01.04.02.00,0.418
Shanghai-Wind_EP-ep,2050.01.04.03.00,0.421
Shanghai-Wind_EP-ep,2050.01.04.04.00,0.451
Shanghai-Wind_EP-ep,2050.01.04.05.00,0.458
Shanghai-Wind_EP-ep,2050.01.04.06.00,0.446
Shanghai-Wind_EP-ep,2050.01.04.07.00,0.411
Shanghai-Wind_EP-ep,2050.01.04.08.00,0.386
Shanghai-Wind_EP-ep,2050.01.04.09.00,0.357
Shanghai-Wind_EP-ep,2050.01.04.10.00,0.315
Shanghai-Wind_EP-ep,2050.01.04.11.00,0.334
Shanghai-Wind_EP-ep,2050.01.04.12.00,0.431
Shanghai-Wind_EP-ep,2050.01.04.13.00,0.461
Shanghai-Wind_EP-ep,2050.01.04.14.00,0.401
Shanghai-Wind_EP-ep,2050.01.04.15.00,0.384
Shanghai-Wind_EP-ep,2050.01.04.16.00,0.234
Shanghai-Wind_EP-ep,2050.01.04.17.00,0.152
Shanghai-Wind_EP-ep,2050.01.04.18.00,0.176
Shanghai-Wind_EP-ep,2050.01.04.19.00,0.2
Shanghai-Wind_EP-ep,2050.01.04.20.00,0.198
Shanghai-Wind_EP-ep,2050.01.04.21.00,0.222
Shanghai-Wind_EP-ep,2050.01.04.22.00,0.294
Shanghai-Wind_EP-ep,2050.01.04.23.00,0.378
Shanghai-Wind_EP-ep,2050.04.29.00.00,0.467
Shanghai-Wind_EP-ep,2050.04.29.01.00,0.351
Shanghai-Wind_EP-ep,2050.04.29.02.00,0.224
Shanghai-Wind_EP-ep,2050.04.29.03.00,0.125
Shanghai-Wind_EP-ep,2050.04.29.04.00,0.054
Shanghai-Wind_EP-ep,2050.04.29.05.00,0.029
Shanghai-Wind_EP-ep,2050.04.29.06.00,0.035
Shanghai-Wind_EP-ep,2050.04.29.07.00,0.037
Shanghai-Wind_EP-ep,2050.04.29.08.00,0.028
Shanghai-Wind_EP-ep,2050.04.29.09.00,0.074
Shanghai-Wind_EP-ep,2050.04.29.10.00,0.185
Shanghai-Wind_EP-ep,2050.04.29.11.00,0.213
Shanghai-Wind_EP-ep,2050.04.29.12.00,0.228
Shanghai-Wind_EP-ep,2050.04.29.13.00,0.288
Shanghai-Wind_EP-ep,2050.04.29.14.00,0.362
Shanghai-Wind_EP-ep,2050.04.29.15.00,0.352
Shanghai-Wind_EP-ep,2050.04.29.16.00,0.352
Shanghai-Wind_EP-ep,2050.04.29.17.00,0.545
Shanghai-Wind_EP-ep,2050.04.29.18.00,0.603
Shanghai-Wind_EP-ep,2050.04.29.19.00,0.601
Shanghai-Wind_EP-ep,2050.04.29.20.00,0.592
Shanghai-Wind_EP-ep,2050.04.29.21.00,0.627
Shanghai-Wind_EP-ep,2050.04.29.22.00,0.653
Shanghai-Wind_EP-ep,2050.04.29.23.00,0.656
Shanghai-Wind_EP-ep,2050.07.23.00.00,0.132
Shanghai-Wind_EP-ep,2050.07.23.01.00,0.135
Shanghai-Wind_EP-ep,2050.07.23.02.00,0.146
Shanghai-Wind_EP-ep,2050.07.23.03.00,0.148
Shanghai-Wind_EP-ep,2050.07.23.04.00,0.142
Shanghai-Wind_EP-ep,2050.07.23.05.00,0.144
Shanghai-Wind_EP-ep,2050.07.23.06.00,0.149
Shanghai-Wind_EP-ep,2050.07.23.07.00,0.174
Shanghai-Wind_EP-ep,2050.07.23.08.00,0.228
Shanghai-Wind_EP-ep,2050.07.23.09.00,0.325
Shanghai-Wind_EP-ep,2050.07.23.10.00,0.377
Shanghai-Wind_EP-ep,2050.07.23.11.00,0.408
Shanghai-Wind_EP-ep,2050.07.23.12.00,0.458
Shanghai-Wind_EP-ep,2050.07.23.13.00,0.404
Shanghai-Wind_EP-ep,2050.07.23.14.00,0.309
Shanghai-Wind_EP-ep,2050.07.23.15.00,0.295
Shanghai-Wind_EP-ep,2050.07.23.16.00,0.362
Shanghai-Wind_EP-ep,2050.07.23.17.00,0.399
Shanghai-Wind_EP-ep,2050.07.23.18.00,0.421
Shanghai-Wind_EP-ep,2050.07.23.19.00,0.462
Shanghai-Wind_EP-ep,2050.07.23.20.00,0.493
Shanghai-Wind_EP-ep,2050.07.23.21.00,0.454
Shanghai-Wind_EP-ep,2050.07.23.22.00,0.357
Shanghai-Wind_EP-ep,2050.07.23.23.00,0.315
Shanghai-Wind_EP-ep,2050.10.22.00.00,0.211
Shanghai-Wind_EP-ep,2050.10.22.01.00,0.179
Shanghai-Wind_EP-ep,2050.10.22.02.00,0.174
Shanghai-Wind_EP-ep,2050.10.22.03.00,0.2
Shanghai-Wind_EP-ep,2050.10.22.04.00,0.249
Shanghai-Wind_EP-ep,2050.10.22.05.00,0.302
Shanghai-Wind_EP-ep,2050.10.22.06.00,0.326
Shanghai-Wind_EP-ep,2050.10.22.07.00,0.318
Shanghai-Wind_EP-ep,2050.10.22.08.00,0.255
Shanghai-Wind_EP-ep,2050.10.22.09.00,0.256
Shanghai-Wind_EP-ep,2050.10.22.10.00,0.23
Shanghai-Wind_EP-ep,2050.10.22.11.00,0.201
Shanghai-Wind_EP-ep,2050.10.22.12.00,0.189
Shanghai-Wind_EP-ep,2050.10.22.13.00,0.207
Shanghai-Wind_EP-ep,2050.10.22.14.00,0.253
Shanghai-Wind_EP-ep,2050.10.22.15.00,0.315
Shanghai-Wind_EP-ep,2050.10.22.16.00,0.386
Shanghai-Wind_EP-ep,2050.10.22.17.00,0.492
Shanghai-Wind_EP-ep,2050.10.22.18.00,0.547
Shanghai-Wind_EP-ep,2050.10.22.19.00,0.569
Shanghai-Wind_EP-ep,2050.10.22.20.00,0.597
Shanghai-Wind_EP-ep,2050.10.22.21.00,0.623
Shanghai-Wind_EP-ep,2050.10.22.22.00,0.626
Shanghai-Wind_EP-ep,2050.10.22.23.00,0.563
Shanxi-Wind_EP-ep,2050.01.04.00.00,0.004
Shanxi-Wind_EP-ep,2050.01.04.01.00,0.013
Shanxi-Wind_EP-ep,2050.01.04.02.00,0.023
Shanxi-Wind_EP-ep,2050.01.04.03.00,0.034
Shanxi-Wind_EP-ep,2050.01.04.04.00,0.048
Shanxi-Wind_EP-ep,2050.01.04.05.00,0.053
Shanxi-Wind_EP-ep,2050.01.04.06.00,0.054
Shanxi-Wind_EP-ep,2050.01.04.07.00,0.061
Shanxi-Wind_EP-ep,2050.01.04.08.00,0.066
Shanxi-Wind_EP-ep,2050.01.04.09.00,0.048
Shanxi-Wind_EP-ep,2050.01.04.10.00,0.035
Shanxi-Wind_EP-ep,2050.01.04.11.00,0.201
Shanxi-Wind_EP-ep,2050.01.04.12.00,0.325
Shanxi-Wind_EP-ep,2050.01.04.13.00,0.365
Shanxi-Wind_EP-ep,2050.01.04.14.00,0.378
Shanxi-Wind_EP-ep,2050.01.04.15.00,0.34
Shanxi-Wind_EP-ep,2050.01.04.16.00,0.321
Shanxi-Wind_EP-ep,2050.01.04.17.00,0.387
Shanxi-Wind_EP-ep,2050.01.04.18.00,0.423
Shanxi-Wind_EP-ep,2050.01.04.19.00,0.408
Shanxi-Wind_EP-ep,2050.01.04.20.00,0.382
Shanxi-Wind_EP-ep,2050.01.04.21.00,0.389
Shanxi-Wind_EP-ep,2050.01.04.22.00,0.442
Shanxi-Wind_EP-ep,2050.01.04.23.00,0.518
Shanxi-Wind_EP-ep,2050.04.29.00.00,0.758
Shanxi-Wind_EP-ep,2050.04.29.01.00,0.725
Shanxi-Wind_EP-ep,2050.04.29.02.00,0.684
Shanxi-Wind_EP-ep,2050.04.29.03.00,0.632
Shanxi-Wind_EP-ep,2050.04.29.04.00,0.567
Shanxi-Wind_EP-ep,2050.04.29.05.00,0.471
Shanxi-Wind_EP-ep,2050.04.29.06.00,0.319
Shanxi-Wind_EP-ep,2050.04.29.07.00,0.172
Shanxi-Wind_EP-ep,2050.04.29.08.00,0.181
Shanxi-Wind_EP-ep,2050.04.29.09.00,0.059
Shanxi-Wind_EP-ep,2050.04.29.10.00,0.031
Shanxi-Wind_EP-ep,2050.04.29.11.00,0.041
Shanxi-Wind_EP-ep,2050.04.29.12.00,0.061
Shanxi-Wind_EP-ep,2050.04.29.13.00,0.074
Shanxi-Wind_EP-ep,2050.04.29.14.00,0.078
Shanxi-Wind_EP-ep,2050.04.29.15.00,0.085
Shanxi-Wind_EP-ep,2050.04.29.16.00,0.109
Shanxi-Wind_EP-ep,2050.04.29.17.00,0.125
Shanxi-Wind_EP-ep,2050.04.29.18.00,0.197
Shanxi-Wind_EP-ep,2050.04.29.19.00,0.355
Shanxi-Wind_EP-ep,2050.04.29.20.00,0.432
Shanxi-Wind_EP-ep,2050.04.29.21.00,0.465
Shanxi-Wind_EP-ep,2050.04.29.22.00,0.502
Shanxi-Wind_EP-ep,2050.04.29.23.00,0.534
Shanxi-Wind_EP-ep,2050.07.23.00.00,0.06
Shanxi-Wind_EP-ep,2050.07.23.01.00,0.031
Shanxi-Wind_EP-ep,2050.07.23.02.00,0.017
Shanxi-Wind_EP-ep,2050.07.23.03.00,0.013
Shanxi-Wind_EP-ep,2050.07.23.04.00,0.017
Shanxi-Wind_EP-ep,2050.07.23.05.00,0.018
Shanxi-Wind_EP-ep,2050.07.23.06.00,0.012
Shanxi-Wind_EP-ep,2050.07.23.07.00,0.001
Shanxi-Wind_EP-ep,2050.07.23.08.00,0
Shanxi-Wind_EP-ep,2050.07.23.09.00,0
Shanxi-Wind_EP-ep,2050.07.23.10.00,0.001
Shanxi-Wind_EP-ep,2050.07.23.11.00,0.003
Shanxi-Wind_EP-ep,2050.07.23.12.00,0.014
Shanxi-Wind_EP-ep,2050.07.23.13.00,0.05
Shanxi-Wind_EP-ep,2050.07.23.14.00,0.118
Shanxi-Wind_EP-ep,2050.07.23.15.00,0.256
Shanxi-Wind_EP-ep,2050.07.23.16.00,0.409
Shanxi-Wind_EP-ep,2050.07.23.17.00,0.375
Shanxi-Wind_EP-ep,2050.07.23.18.00,0.221
Shanxi-Wind_EP-ep,2050.07.23.19.00,0.183
Shanxi-Wind_EP-ep,2050.07.23.20.00,0.232
Shanxi-Wind_EP-ep,2050.07.23.21.00,0.236
Shanxi-Wind_EP-ep,2050.07.23.22.00,0.154
Shanxi-Wind_EP-ep,2050.07.23.23.00,0.075
Shanxi-Wind_EP-ep,2050.10.22.00.00,0.165
Shanxi-Wind_EP-ep,2050.10.22.01.00,0.164
Shanxi-Wind_EP-ep,2050.10.22.02.00,0.147
Shanxi-Wind_EP-ep,2050.10.22.03.00,0.125
Shanxi-Wind_EP-ep,2050.10.22.04.00,0.104
Shanxi-Wind_EP-ep,2050.10.22.05.00,0.075
Shanxi-Wind_EP-ep,2050.10.22.06.00,0.046
Shanxi-Wind_EP-ep,2050.10.22.07.00,0.025
Shanxi-Wind_EP-ep,2050.10.22.08.00,0.023
Shanxi-Wind_EP-ep,2050.10.22.09.00,0.089
Shanxi-Wind_EP-ep,2050.10.22.10.00,0.122
Shanxi-Wind_EP-ep,2050.10.22.11.00,0.161
Shanxi-Wind_EP-ep,2050.10.22.12.00,0.196
Shanxi-Wind_EP-ep,2050.10.22.13.00,0.206
Shanxi-Wind_EP-ep,2050.10.22.14.00,0.2
Shanxi-Wind_EP-ep,2050.10.22.15.00,0.19
Shanxi-Wind_EP-ep,2050.10.22.16.00,0.197
Shanxi-Wind_EP-ep,2050.10.22.17.00,0.201
Shanxi-Wind_EP-ep,2050.10.22.18.00,0.234
Shanxi-Wind_EP-ep,2050.10.22.19.00,0.257
Shanxi-Wind_EP-ep,2050.10.22.20.00,0.272
Shanxi-Wind_EP-ep,2050.10.22.21.00,0.293
Shanxi-Wind_EP-ep,2050.10.22.22.00,0.325
Shanxi-Wind_EP-ep,2050.10.22.23.00,0.333
Sichuan-Wind_EP-ep,2050.01.04.00.00,0.005
Sichuan-Wind_EP-ep,2050.01.04.01.00,0.003
Sichuan-Wind_EP-ep,2050.01.04.02.00,0.004
Sichuan-Wind_EP-ep,2050.01.04.03.00,0.005
Sichuan-Wind_EP-ep,2050.01.04.04.00,0.009
Sichuan-Wind_EP-ep,2050.01.04.05.00,0.014
Sichuan-Wind_EP-ep,2050.01.04.06.00,0.02
Sichuan-Wind_EP-ep,2050.01.04.07.00,0.025
Sichuan-Wind_EP-ep,2050.01.04.08.00,0.028
Sichuan-Wind_EP-ep,2050.01.04.09.00,0.025
Sichuan-Wind_EP-ep,2050.01.04.10.00,0.088
Sichuan-Wind_EP-ep,2050.01.04.11.00,0.181
Sichuan-Wind_EP-ep,2050.01.04.12.00,0.292
Sichuan-Wind_EP-ep,2050.01.04.13.00,0.365
Sichuan-Wind_EP-ep,2050.01.04.14.00,0.319
Sichuan-Wind_EP-ep,2050.01.04.15.00,0.201
Sichuan-Wind_EP-ep,2050.01.04.16.00,0.089
Sichuan-Wind_EP-ep,2050.01.04.17.00,0.022
Sichuan-Wind_EP-ep,2050.01.04.18.00,0.003
Sichuan-Wind_EP-ep,2050.01.04.19.00,0.002
Sichuan-Wind_EP-ep,2050.01.04.20.00,0.001
Sichuan-Wind_EP-ep,2050.01.04.21.00,0.001
Sichuan-Wind_EP-ep,2050.01.04.22.00,0.001
Sichuan-Wind_EP-ep,2050.01.04.23.00,0.001
Sichuan-Wind_EP-ep,2050.04.29.00.00,0.011
Sichuan-Wind_EP-ep,2050.04.29.01.00,0.012
Sichuan-Wind_EP-ep,2050.04.29.02.00,0.01
Sichuan-Wind_EP-ep,2050.04.29.03.00,0.008
Sichuan-Wind_EP-ep,2050.04.29.04.00,0.007
Sichuan-Wind_EP-ep,2050.04.29.05.00,0.006
Sichuan-Wind_EP-ep,2050.04.29.06.00,0.004
Sichuan-Wind_EP-ep,2050.04.29.07.00,0.017
Sichuan-Wind_EP-ep,2050.04.29.08.00,0.042
Sichuan-Wind_EP-ep,2050.04.29.09.00,0.059
Sichuan-Wind_EP-ep,2050.04.29.10.00,0.062
Sichuan-Wind_EP-ep,2050.04.29.11.00,0.051
Sichuan-Wind_EP-ep,2050.04.29.12.00,0.038
Sichuan-Wind_EP-ep,2050.04.29.13.00,0.029
Sichuan-Wind_EP-ep,2050.04.29.14.00,0.018
Sichuan-Wind_EP-ep,2050.04.29.15.00,0.007
Sichuan-Wind_EP-ep,2050.04.29.16.00,0.002
Sichuan-Wind_EP-ep,2050.04.29.17.00,0.001
Sichuan-Wind_EP-ep,2050.04.29.18.00,0.003
Sichuan-Wind_EP-ep,2050.04.29.19.00,0.01
Sichuan-Wind_EP-ep,2050.04.29.20.00,0.018
Sichuan-Wind_EP-ep,2050.04.29.21.00,0.039
Sichuan-Wind_EP-ep,2050.04.29.22.00,0.055
Sichuan-Wind_EP-ep,2050.04.29.23.00,0.041
Sichuan-Wind_EP-ep,2050.07.23.00.00,0
Sichuan-Wind_EP-ep,2050.07.23.01.00,0
Sichuan-Wind_EP-ep,2050.07.23.02.00,0.001
Sichuan-Wind_EP-ep,2050.07.23.03.00,0.001
Sichuan-Wind_EP-ep,2050.07.23.04.00,0.001
Sichuan-Wind_EP-ep,2050.07.23.05.00,0.001
Sichuan-Wind_EP-ep,2050.07.23.06.00,0
Sichuan-Wind_EP-ep,2050.07.23.07.00,0
Sichuan-Wind_EP-ep,2050.07.23.08.00,0.002
Sichuan-Wind_EP-ep,2050.07.23.09.00,0.019
Sichuan-Wind_EP-ep,2050.07.23.10.00,0.018
Sichuan-Wind_EP-ep,2050.07.23.11.00,0.02
Sichuan-Wind_EP-ep,2050.07.23.12.00,0.025
Sichuan-Wind_EP-ep,2050.07.23.13.00,0.03
Sichuan-Wind_EP-ep,2050.07.23.14.00,0.03
Sichuan-Wind_EP-ep,2050.07.23.15.00,0.025
Sichuan-Wind_EP-ep,2050.07.23.16.00,0.016
Sichuan-Wind_EP-ep,2050.07.23.17.00,0.009
Sichuan-Wind_EP-ep,2050.07.23.18.00,0.005
Sichuan-Wind_EP-ep,2050.07.23.19.00,0.004
Sichuan-Wind_EP-ep,2050.07.23.20.00,0.016
Sichuan-Wind_EP-ep,2050.07.23.21.00,0.027
Sichuan-Wind_EP-ep,2050.07.23.22.00,0.036
Sichuan-Wind_EP-ep,2050.07.23.23.00,0.039
Sichuan-Wind_EP-ep,2050.10.22.00.00,0.004
Sichuan-Wind_EP-ep,2050.10.22.01.00,0.003
Sichuan-Wind_EP-ep,2050.10.22.02.00,0.004
Sichuan-Wind_EP-ep,2050.10.22.03.00,0.004
Sichuan-Wind_EP-ep,2050.10.22.04.00,0.003
Sichuan-Wind_EP-ep,2050.10.22.05.00,0.003
Sichuan-Wind_EP-ep,2050.10.22.06.00,0.003
Sichuan-Wind_EP-ep,2050.10.22.07.00,0.003
Sichuan-Wind_EP-ep,2050.10.22.08.00,0.009
Sichuan-Wind_EP-ep,2050.10.22.09.00,0.024
Sichuan-Wind_EP-ep,2050.10.22.10.00,0.037
Sichuan-Wind_EP-ep,2050.10.22.11.00,0.039
Sichuan-Wind_EP-ep,2050.10.22.12.00,0.035
Sichuan-Wind_EP-ep,2050.10.22.13.00,0.031
Sichuan-Wind_EP-ep,2050.10.22.14.00,0.031
Sichuan-Wind_EP-ep,2050.10.22.15.00,0.025
Sichuan-Wind_EP-ep,2050.10.22.16.00,0.01
Sichuan-Wind_EP-ep,2050.10.22.17.00,0.001
Sichuan-Wind_EP-ep,2050.10.22.18.00,0.001
Sichuan-Wind_EP-ep,2050.10.22.19.00,0.007
Sichuan-Wind_EP-ep,2050.10.22.20.00,0.01
Sichuan-Wind_EP-ep,2050.10.22.21.00,0.01
Sichuan-Wind_EP-ep,2050.10.22.22.00,0.007
Sichuan-Wind_EP-ep,2050.10.22.23.00,0.004
Tianjin-Wind_EP-ep,2050.01.04.00.00,0.73
Tianjin-Wind_EP-ep,2050.01.04.01.00,0.714
Tianjin-Wind_EP-ep,2050.01.04.02.00,0.717
Tianjin-Wind_EP-ep,2050.01.04.03.00,0.703
Tianjin-Wind_EP-ep,2050.01.04.04.00,0.65
Tianjin-Wind_EP-ep,2050.01.04.05.00,0.582
Tianjin-Wind_EP-ep,2050.01.04.06.00,0.484
Tianjin-Wind_EP-ep,2050.01.04.07.00,0.372
Tianjin-Wind_EP-ep,2050.01.04.08.00,0.31
Tianjin-Wind_EP-ep,2050.01.04.09.00,0.362
Tianjin-Wind_EP-ep,2050.01.04.10.00,0.36
Tianjin-Wind_EP-ep,2050.01.04.11.00,0.244
Tianjin-Wind_EP-ep,2050.01.04.12.00,0.162
Tianjin-Wind_EP-ep,2050.01.04.13.00,0.079
