GENERATION_PROJECT,timepoint,gen_max_capacity_factor
Jiangxi-Central_PV,2030.10.31.13.00,0.689
Jiangxi-Central_PV,2030.10.31.14.00,0.608
Jiangxi-Central_PV,2030.10.31.15.00,0.459
Jiangxi-Central_PV,2030.10.31.16.00,0.213
Jiangxi-Central_PV,2030.10.31.17.00,0.065
Jiangxi-Central_PV,2030.10.31.18.00,0
Jiangxi-Central_PV,2030.10.31.19.00,0
Jiangxi-Central_PV,2030.10.31.20.00,0
Jiangxi-Central_PV,2030.10.31.21.00,0
Jiangxi-Central_PV,2030.10.31.22.00,0
Jiangxi-Central_PV,2030.10.31.23.00,0
Jilin-Central_PV,2030.01.28.00.00,0
Jilin-Central_PV,2030.01.28.01.00,0
Jilin-Central_PV,2030.01.28.02.00,0
Jilin-Central_PV,2030.01.28.03.00,0
Jilin-Central_PV,2030.01.28.04.00,0
Jilin-Central_PV,2030.01.28.05.00,0
Jilin-Central_PV,2030.01.28.06.00,0
Jilin-Central_PV,2030.01.28.07.00,0.193
Jilin-Central_PV,2030.01.28.08.00,0.396
Jilin-Central_PV,2030.01.28.09.00,0.53
Jilin-Central_PV,2030.01.28.10.00,0.644
Jilin-Central_PV,2030.01.28.11.00,0.697
Jilin-Central_PV,2030.01.28.12.00,0.619
Jilin-Central_PV,2030.01.28.13.00,0.491
Jilin-Central_PV,2030.01.28.14.00,0.331
Jilin-Central_PV,2030.01.28.15.00,0.098
Jilin-Central_PV,2030.01.28.16.00,0
Jilin-Central_PV,2030.01.28.17.00,0
Jilin-Central_PV,2030.01.28.18.00,0
Jilin-Central_PV,2030.01.28.19.00,0
Jilin-Central_PV,2030.01.28.20.00,0
Jilin-Central_PV,2030.01.28.21.00,0
Jilin-Central_PV,2030.01.28.22.00,0
Jilin-Central_PV,2030.01.28.23.00,0
Jilin-Central_PV,2030.04.15.00.00,0
Jilin-Central_PV,2030.04.15.01.00,0
Jilin-Central_PV,2030.04.15.02.00,0
Jilin-Central_PV,2030.04.15.03.00,0
Jilin-Central_PV,2030.04.15.04.00,0
Jilin-Central_PV,2030.04.15.05.00,0
Jilin-Central_PV,2030.04.15.06.00,0.05
Jilin-Central_PV,2030.04.15.07.00,0.263
Jilin-Central_PV,2030.04.15.08.00,0.542
Jilin-Central_PV,2030.04.15.09.00,0.711
Jilin-Central_PV,2030.04.15.10.00,0.79
Jilin-Central_PV,2030.04.15.11.00,0.8
Jilin-Central_PV,2030.04.15.12.00,0.727
Jilin-Central_PV,2030.04.15.13.00,0.705
Jilin-Central_PV,2030.04.15.14.00,0.544
Jilin-Central_PV,2030.04.15.15.00,0.366
Jilin-Central_PV,2030.04.15.16.00,0.113
Jilin-Central_PV,2030.04.15.17.00,0
Jilin-Central_PV,2030.04.15.18.00,0
Jilin-Central_PV,2030.04.15.19.00,0
Jilin-Central_PV,2030.04.15.20.00,0
Jilin-Central_PV,2030.04.15.21.00,0
Jilin-Central_PV,2030.04.15.22.00,0
Jilin-Central_PV,2030.04.15.23.00,0
Jilin-Central_PV,2030.07.01.00.00,0
Jilin-Central_PV,2030.07.01.01.00,0
Jilin-Central_PV,2030.07.01.02.00,0
Jilin-Central_PV,2030.07.01.03.00,0
Jilin-Central_PV,2030.07.01.04.00,0
Jilin-Central_PV,2030.07.01.05.00,0.041
Jilin-Central_PV,2030.07.01.06.00,0.15
Jilin-Central_PV,2030.07.01.07.00,0.296
Jilin-Central_PV,2030.07.01.08.00,0.466
Jilin-Central_PV,2030.07.01.09.00,0.572
Jilin-Central_PV,2030.07.01.10.00,0.646
Jilin-Central_PV,2030.07.01.11.00,0.684
Jilin-Central_PV,2030.07.01.12.00,0.592
Jilin-Central_PV,2030.07.01.13.00,0.528
Jilin-Central_PV,2030.07.01.14.00,0.431
Jilin-Central_PV,2030.07.01.15.00,0.323
Jilin-Central_PV,2030.07.01.16.00,0.194
Jilin-Central_PV,2030.07.01.17.00,0.058
Jilin-Central_PV,2030.07.01.18.00,0
Jilin-Central_PV,2030.07.01.19.00,0
Jilin-Central_PV,2030.07.01.20.00,0
Jilin-Central_PV,2030.07.01.21.00,0
Jilin-Central_PV,2030.07.01.22.00,0
Jilin-Central_PV,2030.07.01.23.00,0
Jilin-Central_PV,2030.10.31.00.00,0
Jilin-Central_PV,2030.10.31.01.00,0
Jilin-Central_PV,2030.10.31.02.00,0
Jilin-Central_PV,2030.10.31.03.00,0
Jilin-Central_PV,2030.10.31.04.00,0
Jilin-Central_PV,2030.10.31.05.00,0
Jilin-Central_PV,2030.10.31.06.00,0.007
Jilin-Central_PV,2030.10.31.07.00,0.22
Jilin-Central_PV,2030.10.31.08.00,0.486
Jilin-Central_PV,2030.10.31.09.00,0.673
Jilin-Central_PV,2030.10.31.10.00,0.782
Jilin-Central_PV,2030.10.31.11.00,0.823
Jilin-Central_PV,2030.10.31.12.00,0.791
Jilin-Central_PV,2030.10.31.13.00,0.688
Jilin-Central_PV,2030.10.31.14.00,0.506
Jilin-Central_PV,2030.10.31.15.00,0.263
Jilin-Central_PV,2030.10.31.16.00,0.009
Jilin-Central_PV,2030.10.31.17.00,0
Jilin-Central_PV,2030.10.31.18.00,0
Jilin-Central_PV,2030.10.31.19.00,0
Jilin-Central_PV,2030.10.31.20.00,0
Jilin-Central_PV,2030.10.31.21.00,0
Jilin-Central_PV,2030.10.31.22.00,0
Jilin-Central_PV,2030.10.31.23.00,0
Liaoning-Central_PV,2030.01.28.00.00,0
Liaoning-Central_PV,2030.01.28.01.00,0
Liaoning-Central_PV,2030.01.28.02.00,0
Liaoning-Central_PV,2030.01.28.03.00,0
Liaoning-Central_PV,2030.01.28.04.00,0
Liaoning-Central_PV,2030.01.28.05.00,0
Liaoning-Central_PV,2030.01.28.06.00,0
Liaoning-Central_PV,2030.01.28.07.00,0.022
Liaoning-Central_PV,2030.01.28.08.00,0.301
Liaoning-Central_PV,2030.01.28.09.00,0.554
Liaoning-Central_PV,2030.01.28.10.00,0.713
Liaoning-Central_PV,2030.01.28.11.00,0.77
Liaoning-Central_PV,2030.01.28.12.00,0.77
Liaoning-Central_PV,2030.01.28.13.00,0.691
Liaoning-Central_PV,2030.01.28.14.00,0.53
Liaoning-Central_PV,2030.01.28.15.00,0.271
Liaoning-Central_PV,2030.01.28.16.00,0.006
Liaoning-Central_PV,2030.01.28.17.00,0
Liaoning-Central_PV,2030.01.28.18.00,0
Liaoning-Central_PV,2030.01.28.19.00,0
Liaoning-Central_PV,2030.01.28.20.00,0
Liaoning-Central_PV,2030.01.28.21.00,0
Liaoning-Central_PV,2030.01.28.22.00,0
Liaoning-Central_PV,2030.01.28.23.00,0
Liaoning-Central_PV,2030.04.15.00.00,0
Liaoning-Central_PV,2030.04.15.01.00,0
Liaoning-Central_PV,2030.04.15.02.00,0
Liaoning-Central_PV,2030.04.15.03.00,0
Liaoning-Central_PV,2030.04.15.04.00,0
Liaoning-Central_PV,2030.04.15.05.00,0.053
Liaoning-Central_PV,2030.04.15.06.00,0.208
Liaoning-Central_PV,2030.04.15.07.00,0.401
Liaoning-Central_PV,2030.04.15.08.00,0.568
Liaoning-Central_PV,2030.04.15.09.00,0.674
Liaoning-Central_PV,2030.04.15.10.00,0.703
Liaoning-Central_PV,2030.04.15.11.00,0.719
Liaoning-Central_PV,2030.04.15.12.00,0.727
Liaoning-Central_PV,2030.04.15.13.00,0.722
Liaoning-Central_PV,2030.04.15.14.00,0.618
Liaoning-Central_PV,2030.04.15.15.00,0.487
Liaoning-Central_PV,2030.04.15.16.00,0.317
Liaoning-Central_PV,2030.04.15.17.00,0.108
Liaoning-Central_PV,2030.04.15.18.00,0.019
Liaoning-Central_PV,2030.04.15.19.00,0
Liaoning-Central_PV,2030.04.15.20.00,0
Liaoning-Central_PV,2030.04.15.21.00,0
Liaoning-Central_PV,2030.04.15.22.00,0
Liaoning-Central_PV,2030.04.15.23.00,0
Liaoning-Central_PV,2030.07.01.00.00,0
Liaoning-Central_PV,2030.07.01.01.00,0
Liaoning-Central_PV,2030.07.01.02.00,0
Liaoning-Central_PV,2030.07.01.03.00,0
Liaoning-Central_PV,2030.07.01.04.00,0
Liaoning-Central_PV,2030.07.01.05.00,0.059
Liaoning-Central_PV,2030.07.01.06.00,0.186
Liaoning-Central_PV,2030.07.01.07.00,0.352
Liaoning-Central_PV,2030.07.01.08.00,0.508
Liaoning-Central_PV,2030.07.01.09.00,0.604
Liaoning-Central_PV,2030.07.01.10.00,0.66
Liaoning-Central_PV,2030.07.01.11.00,0.671
Liaoning-Central_PV,2030.07.01.12.00,0.653
Liaoning-Central_PV,2030.07.01.13.00,0.579
Liaoning-Central_PV,2030.07.01.14.00,0.508
Liaoning-Central_PV,2030.07.01.15.00,0.347
Liaoning-Central_PV,2030.07.01.16.00,0.266
Liaoning-Central_PV,2030.07.01.17.00,0.137
Liaoning-Central_PV,2030.07.01.18.00,0.035
Liaoning-Central_PV,2030.07.01.19.00,0
Liaoning-Central_PV,2030.07.01.20.00,0
Liaoning-Central_PV,2030.07.01.21.00,0
Liaoning-Central_PV,2030.07.01.22.00,0
Liaoning-Central_PV,2030.07.01.23.00,0
Liaoning-Central_PV,2030.10.31.00.00,0
Liaoning-Central_PV,2030.10.31.01.00,0
Liaoning-Central_PV,2030.10.31.02.00,0
Liaoning-Central_PV,2030.10.31.03.00,0
Liaoning-Central_PV,2030.10.31.04.00,0
Liaoning-Central_PV,2030.10.31.05.00,0
Liaoning-Central_PV,2030.10.31.06.00,0.064
Liaoning-Central_PV,2030.10.31.07.00,0.179
Liaoning-Central_PV,2030.10.31.08.00,0.38
Liaoning-Central_PV,2030.10.31.09.00,0.527
Liaoning-Central_PV,2030.10.31.10.00,0.606
Liaoning-Central_PV,2030.10.31.11.00,0.638
Liaoning-Central_PV,2030.10.31.12.00,0.619
Liaoning-Central_PV,2030.10.31.13.00,0.687
Liaoning-Central_PV,2030.10.31.14.00,0.531
Liaoning-Central_PV,2030.10.31.15.00,0.439
Liaoning-Central_PV,2030.10.31.16.00,0.235
Liaoning-Central_PV,2030.10.31.17.00,0.044
Liaoning-Central_PV,2030.10.31.18.00,0
Liaoning-Central_PV,2030.10.31.19.00,0
Liaoning-Central_PV,2030.10.31.20.00,0
Liaoning-Central_PV,2030.10.31.21.00,0
Liaoning-Central_PV,2030.10.31.22.00,0
Liaoning-Central_PV,2030.10.31.23.00,0
Ningxia-Central_PV,2030.01.28.00.00,0
Ningxia-Central_PV,2030.01.28.01.00,0
Ningxia-Central_PV,2030.01.28.02.00,0
Ningxia-Central_PV,2030.01.28.03.00,0
Ningxia-Central_PV,2030.01.28.04.00,0
Ningxia-Central_PV,2030.01.28.05.00,0
Ningxia-Central_PV,2030.01.28.06.00,0
Ningxia-Central_PV,2030.01.28.07.00,0
Ningxia-Central_PV,2030.01.28.08.00,0.086
Ningxia-Central_PV,2030.01.28.09.00,0.393
Ningxia-Central_PV,2030.01.28.10.00,0.632
Ningxia-Central_PV,2030.01.28.11.00,0.774
Ningxia-Central_PV,2030.01.28.12.00,0.838
Ningxia-Central_PV,2030.01.28.13.00,0.831
Ningxia-Central_PV,2030.01.28.14.00,0.753
Ningxia-Central_PV,2030.01.28.15.00,0.601
Ningxia-Central_PV,2030.01.28.16.00,0.364
Ningxia-Central_PV,2030.01.28.17.00,0.065
Ningxia-Central_PV,2030.01.28.18.00,0
Ningxia-Central_PV,2030.01.28.19.00,0
Ningxia-Central_PV,2030.01.28.20.00,0
Ningxia-Central_PV,2030.01.28.21.00,0
Ningxia-Central_PV,2030.01.28.22.00,0
Ningxia-Central_PV,2030.01.28.23.00,0
Ningxia-Central_PV,2030.04.15.00.00,0
Ningxia-Central_PV,2030.04.15.01.00,0
Ningxia-Central_PV,2030.04.15.02.00,0
Ningxia-Central_PV,2030.04.15.03.00,0
Ningxia-Central_PV,2030.04.15.04.00,0
Ningxia-Central_PV,2030.04.15.05.00,0
Ningxia-Central_PV,2030.04.15.06.00,0.03
Ningxia-Central_PV,2030.04.15.07.00,0.189
Ningxia-Central_PV,2030.04.15.08.00,0.411
Ningxia-Central_PV,2030.04.15.09.00,0.614
Ningxia-Central_PV,2030.04.15.10.00,0.739
Ningxia-Central_PV,2030.04.15.11.00,0.8
Ningxia-Central_PV,2030.04.15.12.00,0.812
Ningxia-Central_PV,2030.04.15.13.00,0.756
Ningxia-Central_PV,2030.04.15.14.00,0.66
Ningxia-Central_PV,2030.04.15.15.00,0.551
Ningxia-Central_PV,2030.04.15.16.00,0.426
Ningxia-Central_PV,2030.04.15.17.00,0.276
Ningxia-Central_PV,2030.04.15.18.00,0.117
Ningxia-Central_PV,2030.04.15.19.00,0.013
Ningxia-Central_PV,2030.04.15.20.00,0
Ningxia-Central_PV,2030.04.15.21.00,0
Ningxia-Central_PV,2030.04.15.22.00,0
Ningxia-Central_PV,2030.04.15.23.00,0
Ningxia-Central_PV,2030.07.01.00.00,0
Ningxia-Central_PV,2030.07.01.01.00,0
Ningxia-Central_PV,2030.07.01.02.00,0
Ningxia-Central_PV,2030.07.01.03.00,0
Ningxia-Central_PV,2030.07.01.04.00,0
Ningxia-Central_PV,2030.07.01.05.00,0
Ningxia-Central_PV,2030.07.01.06.00,0.048
Ningxia-Central_PV,2030.07.01.07.00,0.183
Ningxia-Central_PV,2030.07.01.08.00,0.374
Ningxia-Central_PV,2030.07.01.09.00,0.563
Ningxia-Central_PV,2030.07.01.10.00,0.688
Ningxia-Central_PV,2030.07.01.11.00,0.72
Ningxia-Central_PV,2030.07.01.12.00,0.699
Ningxia-Central_PV,2030.07.01.13.00,0.662
Ningxia-Central_PV,2030.07.01.14.00,0.564
Ningxia-Central_PV,2030.07.01.15.00,0.457
Ningxia-Central_PV,2030.07.01.16.00,0.346
Ningxia-Central_PV,2030.07.01.17.00,0.277
Ningxia-Central_PV,2030.07.01.18.00,0.171
Ningxia-Central_PV,2030.07.01.19.00,0.041
Ningxia-Central_PV,2030.07.01.20.00,0
Ningxia-Central_PV,2030.07.01.21.00,0
Ningxia-Central_PV,2030.07.01.22.00,0
Ningxia-Central_PV,2030.07.01.23.00,0
Ningxia-Central_PV,2030.10.31.00.00,0
Ningxia-Central_PV,2030.10.31.01.00,0
Ningxia-Central_PV,2030.10.31.02.00,0
Ningxia-Central_PV,2030.10.31.03.00,0
Ningxia-Central_PV,2030.10.31.04.00,0
Ningxia-Central_PV,2030.10.31.05.00,0
Ningxia-Central_PV,2030.10.31.06.00,0
Ningxia-Central_PV,2030.10.31.07.00,0.085
Ningxia-Central_PV,2030.10.31.08.00,0.311
Ningxia-Central_PV,2030.10.31.09.00,0.501
Ningxia-Central_PV,2030.10.31.10.00,0.562
Ningxia-Central_PV,2030.10.31.11.00,0.607
Ningxia-Central_PV,2030.10.31.12.00,0.654
Ningxia-Central_PV,2030.10.31.13.00,0.639
Ningxia-Central_PV,2030.10.31.14.00,0.569
Ningxia-Central_PV,2030.10.31.15.00,0.494
Ningxia-Central_PV,2030.10.31.16.00,0.383
Ningxia-Central_PV,2030.10.31.17.00,0.196
Ningxia-Central_PV,2030.10.31.18.00,0.035
Ningxia-Central_PV,2030.10.31.19.00,0
Ningxia-Central_PV,2030.10.31.20.00,0
Ningxia-Central_PV,2030.10.31.21.00,0
Ningxia-Central_PV,2030.10.31.22.00,0
Ningxia-Central_PV,2030.10.31.23.00,0
Qinghai-Central_PV,2030.01.28.00.00,0
Qinghai-Central_PV,2030.01.28.01.00,0
Qinghai-Central_PV,2030.01.28.02.00,0
Qinghai-Central_PV,2030.01.28.03.00,0
Qinghai-Central_PV,2030.01.28.04.00,0
Qinghai-Central_PV,2030.01.28.05.00,0
Qinghai-Central_PV,2030.01.28.06.00,0
Qinghai-Central_PV,2030.01.28.07.00,0
Qinghai-Central_PV,2030.01.28.08.00,0.001
Qinghai-Central_PV,2030.01.28.09.00,0.336
Qinghai-Central_PV,2030.01.28.10.00,0.656
Qinghai-Central_PV,2030.01.28.11.00,0.856
Qinghai-Central_PV,2030.01.28.12.00,0.969
Qinghai-Central_PV,2030.01.28.13.00,1
Qinghai-Central_PV,2030.01.28.14.00,0.938
Qinghai-Central_PV,2030.01.28.15.00,0.735
Qinghai-Central_PV,2030.01.28.16.00,0.451
Qinghai-Central_PV,2030.01.28.17.00,0.253
Qinghai-Central_PV,2030.01.28.18.00,0.013
Qinghai-Central_PV,2030.01.28.19.00,0
Qinghai-Central_PV,2030.01.28.20.00,0
Qinghai-Central_PV,2030.01.28.21.00,0
Qinghai-Central_PV,2030.01.28.22.00,0
Qinghai-Central_PV,2030.01.28.23.00,0
Qinghai-Central_PV,2030.04.15.00.00,0
Qinghai-Central_PV,2030.04.15.01.00,0
Qinghai-Central_PV,2030.04.15.02.00,0
Qinghai-Central_PV,2030.04.15.03.00,0
Qinghai-Central_PV,2030.04.15.04.00,0
Qinghai-Central_PV,2030.04.15.05.00,0
Qinghai-Central_PV,2030.04.15.06.00,0
Qinghai-Central_PV,2030.04.15.07.00,0.063
Qinghai-Central_PV,2030.04.15.08.00,0.224
Qinghai-Central_PV,2030.04.15.09.00,0.43
Qinghai-Central_PV,2030.04.15.10.00,0.595
Qinghai-Central_PV,2030.04.15.11.00,0.702
Qinghai-Central_PV,2030.04.15.12.00,0.796
Qinghai-Central_PV,2030.04.15.13.00,0.836
Qinghai-Central_PV,2030.04.15.14.00,0.822
Qinghai-Central_PV,2030.04.15.15.00,0.778
Qinghai-Central_PV,2030.04.15.16.00,0.7
Qinghai-Central_PV,2030.04.15.17.00,0.534
Qinghai-Central_PV,2030.04.15.18.00,0.252
Qinghai-Central_PV,2030.04.15.19.00,0.09
Qinghai-Central_PV,2030.04.15.20.00,0.005
Qinghai-Central_PV,2030.04.15.21.00,0
Qinghai-Central_PV,2030.04.15.22.00,0
Qinghai-Central_PV,2030.04.15.23.00,0
Qinghai-Central_PV,2030.07.01.00.00,0
Qinghai-Central_PV,2030.07.01.01.00,0
Qinghai-Central_PV,2030.07.01.02.00,0
Qinghai-Central_PV,2030.07.01.03.00,0
Qinghai-Central_PV,2030.07.01.04.00,0
Qinghai-Central_PV,2030.07.01.05.00,0
Qinghai-Central_PV,2030.07.01.06.00,0
Qinghai-Central_PV,2030.07.01.07.00,0.054
Qinghai-Central_PV,2030.07.01.08.00,0.257
Qinghai-Central_PV,2030.07.01.09.00,0.46
Qinghai-Central_PV,2030.07.01.10.00,0.625
Qinghai-Central_PV,2030.07.01.11.00,0.768
Qinghai-Central_PV,2030.07.01.12.00,0.839
Qinghai-Central_PV,2030.07.01.13.00,0.85
Qinghai-Central_PV,2030.07.01.14.00,0.808
Qinghai-Central_PV,2030.07.01.15.00,0.741
Qinghai-Central_PV,2030.07.01.16.00,0.581
Qinghai-Central_PV,2030.07.01.17.00,0.404
Qinghai-Central_PV,2030.07.01.18.00,0.251
Qinghai-Central_PV,2030.07.01.19.00,0.084
Qinghai-Central_PV,2030.07.01.20.00,0.002
Qinghai-Central_PV,2030.07.01.21.00,0
Qinghai-Central_PV,2030.07.01.22.00,0
Qinghai-Central_PV,2030.07.01.23.00,0
Qinghai-Central_PV,2030.10.31.00.00,0
Qinghai-Central_PV,2030.10.31.01.00,0
Qinghai-Central_PV,2030.10.31.02.00,0
Qinghai-Central_PV,2030.10.31.03.00,0
Qinghai-Central_PV,2030.10.31.04.00,0
Qinghai-Central_PV,2030.10.31.05.00,0
Qinghai-Central_PV,2030.10.31.06.00,0
Qinghai-Central_PV,2030.10.31.07.00,0
Qinghai-Central_PV,2030.10.31.08.00,0.011
Qinghai-Central_PV,2030.10.31.09.00,0.376
Qinghai-Central_PV,2030.10.31.10.00,0.676
Qinghai-Central_PV,2030.10.31.11.00,0.86
Qinghai-Central_PV,2030.10.31.12.00,0.95
Qinghai-Central_PV,2030.10.31.13.00,0.954
Qinghai-Central_PV,2030.10.31.14.00,0.796
Qinghai-Central_PV,2030.10.31.15.00,0.68
Qinghai-Central_PV,2030.10.31.16.00,0.632
Qinghai-Central_PV,2030.10.31.17.00,0.437
Qinghai-Central_PV,2030.10.31.18.00,0.028
Qinghai-Central_PV,2030.10.31.19.00,0
Qinghai-Central_PV,2030.10.31.20.00,0
Qinghai-Central_PV,2030.10.31.21.00,0
Qinghai-Central_PV,2030.10.31.22.00,0
Qinghai-Central_PV,2030.10.31.23.00,0
Shaanxi-Central_PV,2030.01.28.00.00,0
Shaanxi-Central_PV,2030.01.28.01.00,0
Shaanxi-Central_PV,2030.01.28.02.00,0
Shaanxi-Central_PV,2030.01.28.03.00,0
Shaanxi-Central_PV,2030.01.28.04.00,0
Shaanxi-Central_PV,2030.01.28.05.00,0
Shaanxi-Central_PV,2030.01.28.06.00,0
Shaanxi-Central_PV,2030.01.28.07.00,0.006
Shaanxi-Central_PV,2030.01.28.08.00,0.101
Shaanxi-Central_PV,2030.01.28.09.00,0.24
Shaanxi-Central_PV,2030.01.28.10.00,0.556
Shaanxi-Central_PV,2030.01.28.11.00,0.803
Shaanxi-Central_PV,2030.01.28.12.00,0.85
Shaanxi-Central_PV,2030.01.28.13.00,0.801
Shaanxi-Central_PV,2030.01.28.14.00,0.675
Shaanxi-Central_PV,2030.01.28.15.00,0.375
Shaanxi-Central_PV,2030.01.28.16.00,0.119
Shaanxi-Central_PV,2030.01.28.17.00,0.012
Shaanxi-Central_PV,2030.01.28.18.00,0
Shaanxi-Central_PV,2030.01.28.19.00,0
Shaanxi-Central_PV,2030.01.28.20.00,0
Shaanxi-Central_PV,2030.01.28.21.00,0
Shaanxi-Central_PV,2030.01.28.22.00,0
Shaanxi-Central_PV,2030.01.28.23.00,0
Shaanxi-Central_PV,2030.04.15.00.00,0
Shaanxi-Central_PV,2030.04.15.01.00,0
Shaanxi-Central_PV,2030.04.15.02.00,0
Shaanxi-Central_PV,2030.04.15.03.00,0
Shaanxi-Central_PV,2030.04.15.04.00,0
Shaanxi-Central_PV,2030.04.15.05.00,0
Shaanxi-Central_PV,2030.04.15.06.00,0.042
Shaanxi-Central_PV,2030.04.15.07.00,0.186
Shaanxi-Central_PV,2030.04.15.08.00,0.378
Shaanxi-Central_PV,2030.04.15.09.00,0.544
Shaanxi-Central_PV,2030.04.15.10.00,0.64
Shaanxi-Central_PV,2030.04.15.11.00,0.664
Shaanxi-Central_PV,2030.04.15.12.00,0.644
Shaanxi-Central_PV,2030.04.15.13.00,0.684
Shaanxi-Central_PV,2030.04.15.14.00,0.69
Shaanxi-Central_PV,2030.04.15.15.00,0.597
Shaanxi-Central_PV,2030.04.15.16.00,0.421
Shaanxi-Central_PV,2030.04.15.17.00,0.218
Shaanxi-Central_PV,2030.04.15.18.00,0.081
Shaanxi-Central_PV,2030.04.15.19.00,0.004
Shaanxi-Central_PV,2030.04.15.20.00,0
Shaanxi-Central_PV,2030.04.15.21.00,0
Shaanxi-Central_PV,2030.04.15.22.00,0
Shaanxi-Central_PV,2030.04.15.23.00,0
Shaanxi-Central_PV,2030.07.01.00.00,0
Shaanxi-Central_PV,2030.07.01.01.00,0
Shaanxi-Central_PV,2030.07.01.02.00,0
Shaanxi-Central_PV,2030.07.01.03.00,0
Shaanxi-Central_PV,2030.07.01.04.00,0
Shaanxi-Central_PV,2030.07.01.05.00,0
Shaanxi-Central_PV,2030.07.01.06.00,0.067
Shaanxi-Central_PV,2030.07.01.07.00,0.225
Shaanxi-Central_PV,2030.07.01.08.00,0.416
Shaanxi-Central_PV,2030.07.01.09.00,0.57
Shaanxi-Central_PV,2030.07.01.10.00,0.651
Shaanxi-Central_PV,2030.07.01.11.00,0.703
Shaanxi-Central_PV,2030.07.01.12.00,0.702
Shaanxi-Central_PV,2030.07.01.13.00,0.666
Shaanxi-Central_PV,2030.07.01.14.00,0.557
Shaanxi-Central_PV,2030.07.01.15.00,0.403
Shaanxi-Central_PV,2030.07.01.16.00,0.233
Shaanxi-Central_PV,2030.07.01.17.00,0.157
Shaanxi-Central_PV,2030.07.01.18.00,0.068
Shaanxi-Central_PV,2030.07.01.19.00,0.007
Shaanxi-Central_PV,2030.07.01.20.00,0
Shaanxi-Central_PV,2030.07.01.21.00,0
Shaanxi-Central_PV,2030.07.01.22.00,0
Shaanxi-Central_PV,2030.07.01.23.00,0
Shaanxi-Central_PV,2030.10.31.00.00,0
Shaanxi-Central_PV,2030.10.31.01.00,0
Shaanxi-Central_PV,2030.10.31.02.00,0
Shaanxi-Central_PV,2030.10.31.03.00,0
Shaanxi-Central_PV,2030.10.31.04.00,0
Shaanxi-Central_PV,2030.10.31.05.00,0
Shaanxi-Central_PV,2030.10.31.06.00,0
Shaanxi-Central_PV,2030.10.31.07.00,0.035
Shaanxi-Central_PV,2030.10.31.08.00,0.215
Shaanxi-Central_PV,2030.10.31.09.00,0.524
Shaanxi-Central_PV,2030.10.31.10.00,0.635
Shaanxi-Central_PV,2030.10.31.11.00,0.752
Shaanxi-Central_PV,2030.10.31.12.00,0.746
Shaanxi-Central_PV,2030.10.31.13.00,0.515
Shaanxi-Central_PV,2030.10.31.14.00,0.313
Shaanxi-Central_PV,2030.10.31.15.00,0.226
Shaanxi-Central_PV,2030.10.31.16.00,0.13
Shaanxi-Central_PV,2030.10.31.17.00,0.039
Shaanxi-Central_PV,2030.10.31.18.00,0
Shaanxi-Central_PV,2030.10.31.19.00,0
Shaanxi-Central_PV,2030.10.31.20.00,0
Shaanxi-Central_PV,2030.10.31.21.00,0
Shaanxi-Central_PV,2030.10.31.22.00,0
Shaanxi-Central_PV,2030.10.31.23.00,0
Shandong-Central_PV,2030.01.28.00.00,0
Shandong-Central_PV,2030.01.28.01.00,0
Shandong-Central_PV,2030.01.28.02.00,0
Shandong-Central_PV,2030.01.28.03.00,0
Shandong-Central_PV,2030.01.28.04.00,0
Shandong-Central_PV,2030.01.28.05.00,0
Shandong-Central_PV,2030.01.28.06.00,0
Shandong-Central_PV,2030.01.28.07.00,0.02
Shandong-Central_PV,2030.01.28.08.00,0.214
Shandong-Central_PV,2030.01.28.09.00,0.438
Shandong-Central_PV,2030.01.28.10.00,0.599
Shandong-Central_PV,2030.01.28.11.00,0.646
Shandong-Central_PV,2030.01.28.12.00,0.654
Shandong-Central_PV,2030.01.28.13.00,0.589
Shandong-Central_PV,2030.01.28.14.00,0.441
Shandong-Central_PV,2030.01.28.15.00,0.25
Shandong-Central_PV,2030.01.28.16.00,0.062
Shandong-Central_PV,2030.01.28.17.00,0
Shandong-Central_PV,2030.01.28.18.00,0
Shandong-Central_PV,2030.01.28.19.00,0
Shandong-Central_PV,2030.01.28.20.00,0
Shandong-Central_PV,2030.01.28.21.00,0
Shandong-Central_PV,2030.01.28.22.00,0
Shandong-Central_PV,2030.01.28.23.00,0
Shandong-Central_PV,2030.04.15.00.00,0
Shandong-Central_PV,2030.04.15.01.00,0
Shandong-Central_PV,2030.04.15.02.00,0
Shandong-Central_PV,2030.04.15.03.00,0
Shandong-Central_PV,2030.04.15.04.00,0
Shandong-Central_PV,2030.04.15.05.00,0.009
Shandong-Central_PV,2030.04.15.06.00,0.097
Shandong-Central_PV,2030.04.15.07.00,0.232
Shandong-Central_PV,2030.04.15.08.00,0.362
Shandong-Central_PV,2030.04.15.09.00,0.503
Shandong-Central_PV,2030.04.15.10.00,0.732
Shandong-Central_PV,2030.04.15.11.00,0.839
Shandong-Central_PV,2030.04.15.12.00,0.769
Shandong-Central_PV,2030.04.15.13.00,0.625
Shandong-Central_PV,2030.04.15.14.00,0.541
Shandong-Central_PV,2030.04.15.15.00,0.505
Shandong-Central_PV,2030.04.15.16.00,0.367
Shandong-Central_PV,2030.04.15.17.00,0.174
Shandong-Central_PV,2030.04.15.18.00,0.033
Shandong-Central_PV,2030.04.15.19.00,0
Shandong-Central_PV,2030.04.15.20.00,0
Shandong-Central_PV,2030.04.15.21.00,0
Shandong-Central_PV,2030.04.15.22.00,0
