GENERATION_PROJECT,timepoint,gen_max_capacity_factor
NR-HimachalPradesh-PV,2050.10.22.06.00,0.008
NR-HimachalPradesh-PV,2050.10.22.07.00,0.142
NR-HimachalPradesh-PV,2050.10.22.08.00,0.4055
NR-HimachalPradesh-PV,2050.10.22.09.00,0.64
NR-HimachalPradesh-PV,2050.10.22.10.00,0.803
NR-HimachalPradesh-PV,2050.10.22.11.00,0.8985
NR-HimachalPradesh-PV,2050.10.22.12.00,0.918
NR-HimachalPradesh-PV,2050.10.22.13.00,0.8655
NR-HimachalPradesh-PV,2050.10.22.14.00,0.7505
NR-HimachalPradesh-PV,2050.10.22.15.00,0.578
NR-HimachalPradesh-PV,2050.10.22.16.00,0.3745
NR-HimachalPradesh-PV,2050.10.22.17.00,0.1355
NR-HimachalPradesh-PV,2050.10.22.18.00,0
NR-HimachalPradesh-PV,2050.10.22.19.00,0
NR-HimachalPradesh-PV,2050.10.22.20.00,0
NR-HimachalPradesh-PV,2050.10.22.21.00,0
NR-HimachalPradesh-PV,2050.10.22.22.00,0
NR-HimachalPradesh-PV,2050.10.22.23.00,0
NR-JammuandKashmir-PV,2050.01.04.00.00,0
NR-JammuandKashmir-PV,2050.01.04.01.00,0
NR-JammuandKashmir-PV,2050.01.04.02.00,0
NR-JammuandKashmir-PV,2050.01.04.03.00,0
NR-JammuandKashmir-PV,2050.01.04.04.00,0
NR-JammuandKashmir-PV,2050.01.04.05.00,0
NR-JammuandKashmir-PV,2050.01.04.06.00,0
NR-JammuandKashmir-PV,2050.01.04.07.00,0.0315
NR-JammuandKashmir-PV,2050.01.04.08.00,0.1565
NR-JammuandKashmir-PV,2050.01.04.09.00,0.39
NR-JammuandKashmir-PV,2050.01.04.10.00,0.631
NR-JammuandKashmir-PV,2050.01.04.11.00,0.766
NR-JammuandKashmir-PV,2050.01.04.12.00,0.7905
NR-JammuandKashmir-PV,2050.01.04.13.00,0.7355
NR-JammuandKashmir-PV,2050.01.04.14.00,0.608
NR-JammuandKashmir-PV,2050.01.04.15.00,0.417
NR-JammuandKashmir-PV,2050.01.04.16.00,0.1905
NR-JammuandKashmir-PV,2050.01.04.17.00,0.0365
NR-JammuandKashmir-PV,2050.01.04.18.00,0
NR-JammuandKashmir-PV,2050.01.04.19.00,0
NR-JammuandKashmir-PV,2050.01.04.20.00,0
NR-JammuandKashmir-PV,2050.01.04.21.00,0
NR-JammuandKashmir-PV,2050.01.04.22.00,0
NR-JammuandKashmir-PV,2050.01.04.23.00,0
NR-JammuandKashmir-PV,2050.04.29.00.00,0
NR-JammuandKashmir-PV,2050.04.29.01.00,0
NR-JammuandKashmir-PV,2050.04.29.02.00,0
NR-JammuandKashmir-PV,2050.04.29.03.00,0
NR-JammuandKashmir-PV,2050.04.29.04.00,0
NR-JammuandKashmir-PV,2050.04.29.05.00,0
NR-JammuandKashmir-PV,2050.04.29.06.00,0.041
NR-JammuandKashmir-PV,2050.04.29.07.00,0.2
NR-JammuandKashmir-PV,2050.04.29.08.00,0.4425
NR-JammuandKashmir-PV,2050.04.29.09.00,0.6325
NR-JammuandKashmir-PV,2050.04.29.10.00,0.7225
NR-JammuandKashmir-PV,2050.04.29.11.00,0.773
NR-JammuandKashmir-PV,2050.04.29.12.00,0.798
NR-JammuandKashmir-PV,2050.04.29.13.00,0.7725
NR-JammuandKashmir-PV,2050.04.29.14.00,0.7075
NR-JammuandKashmir-PV,2050.04.29.15.00,0.5965
NR-JammuandKashmir-PV,2050.04.29.16.00,0.425
NR-JammuandKashmir-PV,2050.04.29.17.00,0.213
NR-JammuandKashmir-PV,2050.04.29.18.00,0.051
NR-JammuandKashmir-PV,2050.04.29.19.00,0
NR-JammuandKashmir-PV,2050.04.29.20.00,0
NR-JammuandKashmir-PV,2050.04.29.21.00,0
NR-JammuandKashmir-PV,2050.04.29.22.00,0
NR-JammuandKashmir-PV,2050.04.29.23.00,0
NR-JammuandKashmir-PV,2050.07.23.00.00,0
NR-JammuandKashmir-PV,2050.07.23.01.00,0
NR-JammuandKashmir-PV,2050.07.23.02.00,0
NR-JammuandKashmir-PV,2050.07.23.03.00,0
NR-JammuandKashmir-PV,2050.07.23.04.00,0
NR-JammuandKashmir-PV,2050.07.23.05.00,0.0075
NR-JammuandKashmir-PV,2050.07.23.06.00,0.07
NR-JammuandKashmir-PV,2050.07.23.07.00,0.2335
NR-JammuandKashmir-PV,2050.07.23.08.00,0.435
NR-JammuandKashmir-PV,2050.07.23.09.00,0.6005
NR-JammuandKashmir-PV,2050.07.23.10.00,0.7065
NR-JammuandKashmir-PV,2050.07.23.11.00,0.7595
NR-JammuandKashmir-PV,2050.07.23.12.00,0.748
NR-JammuandKashmir-PV,2050.07.23.13.00,0.657
NR-JammuandKashmir-PV,2050.07.23.14.00,0.555
NR-JammuandKashmir-PV,2050.07.23.15.00,0.453
NR-JammuandKashmir-PV,2050.07.23.16.00,0.3275
NR-JammuandKashmir-PV,2050.07.23.17.00,0.1865
NR-JammuandKashmir-PV,2050.07.23.18.00,0.061
NR-JammuandKashmir-PV,2050.07.23.19.00,0.0055
NR-JammuandKashmir-PV,2050.07.23.20.00,0
NR-JammuandKashmir-PV,2050.07.23.21.00,0
NR-JammuandKashmir-PV,2050.07.23.22.00,0
NR-JammuandKashmir-PV,2050.07.23.23.00,0
NR-JammuandKashmir-PV,2050.10.22.00.00,0
NR-JammuandKashmir-PV,2050.10.22.01.00,0
NR-JammuandKashmir-PV,2050.10.22.02.00,0
NR-JammuandKashmir-PV,2050.10.22.03.00,0
NR-JammuandKashmir-PV,2050.10.22.04.00,0
NR-JammuandKashmir-PV,2050.10.22.05.00,0
NR-JammuandKashmir-PV,2050.10.22.06.00,0.0005
NR-JammuandKashmir-PV,2050.10.22.07.00,0.038
NR-JammuandKashmir-PV,2050.10.22.08.00,0.17
NR-JammuandKashmir-PV,2050.10.22.09.00,0.43
NR-JammuandKashmir-PV,2050.10.22.10.00,0.678
NR-JammuandKashmir-PV,2050.10.22.11.00,0.8105
NR-JammuandKashmir-PV,2050.10.22.12.00,0.874
NR-JammuandKashmir-PV,2050.10.22.13.00,0.8695
NR-JammuandKashmir-PV,2050.10.22.14.00,0.789
NR-JammuandKashmir-PV,2050.10.22.15.00,0.627
NR-JammuandKashmir-PV,2050.10.22.16.00,0.3925
NR-JammuandKashmir-PV,2050.10.22.17.00,0.131
NR-JammuandKashmir-PV,2050.10.22.18.00,0.002
NR-JammuandKashmir-PV,2050.10.22.19.00,0
NR-JammuandKashmir-PV,2050.10.22.20.00,0
NR-JammuandKashmir-PV,2050.10.22.21.00,0
NR-JammuandKashmir-PV,2050.10.22.22.00,0
NR-JammuandKashmir-PV,2050.10.22.23.00,0
NR-Punjab-PV,2050.01.04.00.00,0
NR-Punjab-PV,2050.01.04.01.00,0
NR-Punjab-PV,2050.01.04.02.00,0
NR-Punjab-PV,2050.01.04.03.00,0
NR-Punjab-PV,2050.01.04.04.00,0
NR-Punjab-PV,2050.01.04.05.00,0
NR-Punjab-PV,2050.01.04.06.00,0
NR-Punjab-PV,2050.01.04.07.00,0.04
NR-Punjab-PV,2050.01.04.08.00,0.1995
NR-Punjab-PV,2050.01.04.09.00,0.441
NR-Punjab-PV,2050.01.04.10.00,0.633
NR-Punjab-PV,2050.01.04.11.00,0.7335
NR-Punjab-PV,2050.01.04.12.00,0.761
NR-Punjab-PV,2050.01.04.13.00,0.7215
NR-Punjab-PV,2050.01.04.14.00,0.5975
NR-Punjab-PV,2050.01.04.15.00,0.402
NR-Punjab-PV,2050.01.04.16.00,0.179
NR-Punjab-PV,2050.01.04.17.00,0.032
NR-Punjab-PV,2050.01.04.18.00,0
NR-Punjab-PV,2050.01.04.19.00,0
NR-Punjab-PV,2050.01.04.20.00,0
NR-Punjab-PV,2050.01.04.21.00,0
NR-Punjab-PV,2050.01.04.22.00,0
NR-Punjab-PV,2050.01.04.23.00,0
NR-Punjab-PV,2050.04.29.00.00,0
NR-Punjab-PV,2050.04.29.01.00,0
NR-Punjab-PV,2050.04.29.02.00,0
NR-Punjab-PV,2050.04.29.03.00,0
NR-Punjab-PV,2050.04.29.04.00,0
NR-Punjab-PV,2050.04.29.05.00,0.007
NR-Punjab-PV,2050.04.29.06.00,0.0695
NR-Punjab-PV,2050.04.29.07.00,0.218
NR-Punjab-PV,2050.04.29.08.00,0.397
NR-Punjab-PV,2050.04.29.09.00,0.5485
NR-Punjab-PV,2050.04.29.10.00,0.6615
NR-Punjab-PV,2050.04.29.11.00,0.741
NR-Punjab-PV,2050.04.29.12.00,0.771
NR-Punjab-PV,2050.04.29.13.00,0.7435
NR-Punjab-PV,2050.04.29.14.00,0.663
NR-Punjab-PV,2050.04.29.15.00,0.518
NR-Punjab-PV,2050.04.29.16.00,0.323
NR-Punjab-PV,2050.04.29.17.00,0.146
NR-Punjab-PV,2050.04.29.18.00,0.0395
NR-Punjab-PV,2050.04.29.19.00,0.0025
NR-Punjab-PV,2050.04.29.20.00,0
NR-Punjab-PV,2050.04.29.21.00,0
NR-Punjab-PV,2050.04.29.22.00,0
NR-Punjab-PV,2050.04.29.23.00,0
NR-Punjab-PV,2050.07.23.00.00,0
NR-Punjab-PV,2050.07.23.01.00,0
NR-Punjab-PV,2050.07.23.02.00,0
NR-Punjab-PV,2050.07.23.03.00,0
NR-Punjab-PV,2050.07.23.04.00,0
NR-Punjab-PV,2050.07.23.05.00,0.009
NR-Punjab-PV,2050.07.23.06.00,0.069
NR-Punjab-PV,2050.07.23.07.00,0.202
NR-Punjab-PV,2050.07.23.08.00,0.364
NR-Punjab-PV,2050.07.23.09.00,0.5095
NR-Punjab-PV,2050.07.23.10.00,0.6185
NR-Punjab-PV,2050.07.23.11.00,0.681
NR-Punjab-PV,2050.07.23.12.00,0.698
NR-Punjab-PV,2050.07.23.13.00,0.6725
NR-Punjab-PV,2050.07.23.14.00,0.589
NR-Punjab-PV,2050.07.23.15.00,0.4655
NR-Punjab-PV,2050.07.23.16.00,0.3275
NR-Punjab-PV,2050.07.23.17.00,0.181
NR-Punjab-PV,2050.07.23.18.00,0.062
NR-Punjab-PV,2050.07.23.19.00,0.0075
NR-Punjab-PV,2050.07.23.20.00,0
NR-Punjab-PV,2050.07.23.21.00,0
NR-Punjab-PV,2050.07.23.22.00,0
NR-Punjab-PV,2050.07.23.23.00,0
NR-Punjab-PV,2050.10.22.00.00,0
NR-Punjab-PV,2050.10.22.01.00,0
NR-Punjab-PV,2050.10.22.02.00,0
NR-Punjab-PV,2050.10.22.03.00,0
NR-Punjab-PV,2050.10.22.04.00,0
NR-Punjab-PV,2050.10.22.05.00,0
NR-Punjab-PV,2050.10.22.06.00,0
NR-Punjab-PV,2050.10.22.07.00,0.0635
NR-Punjab-PV,2050.10.22.08.00,0.2555
NR-Punjab-PV,2050.10.22.09.00,0.4845
NR-Punjab-PV,2050.10.22.10.00,0.647
NR-Punjab-PV,2050.10.22.11.00,0.724
NR-Punjab-PV,2050.10.22.12.00,0.7375
NR-Punjab-PV,2050.10.22.13.00,0.704
NR-Punjab-PV,2050.10.22.14.00,0.599
NR-Punjab-PV,2050.10.22.15.00,0.427
NR-Punjab-PV,2050.10.22.16.00,0.2155
NR-Punjab-PV,2050.10.22.17.00,0.0515
NR-Punjab-PV,2050.10.22.18.00,0
NR-Punjab-PV,2050.10.22.19.00,0
NR-Punjab-PV,2050.10.22.20.00,0
NR-Punjab-PV,2050.10.22.21.00,0
NR-Punjab-PV,2050.10.22.22.00,0
NR-Punjab-PV,2050.10.22.23.00,0
NR-Rajasthan-PV,2050.01.04.00.00,0
NR-Rajasthan-PV,2050.01.04.01.00,0
NR-Rajasthan-PV,2050.01.04.02.00,0
NR-Rajasthan-PV,2050.01.04.03.00,0
NR-Rajasthan-PV,2050.01.04.04.00,0
NR-Rajasthan-PV,2050.01.04.05.00,0
NR-Rajasthan-PV,2050.01.04.06.00,0
NR-Rajasthan-PV,2050.01.04.07.00,0.052
NR-Rajasthan-PV,2050.01.04.08.00,0.241
NR-Rajasthan-PV,2050.01.04.09.00,0.4845
NR-Rajasthan-PV,2050.01.04.10.00,0.657
NR-Rajasthan-PV,2050.01.04.11.00,0.7605
NR-Rajasthan-PV,2050.01.04.12.00,0.8005
NR-Rajasthan-PV,2050.01.04.13.00,0.775
NR-Rajasthan-PV,2050.01.04.14.00,0.6875
NR-Rajasthan-PV,2050.01.04.15.00,0.533
NR-Rajasthan-PV,2050.01.04.16.00,0.3075
NR-Rajasthan-PV,2050.01.04.17.00,0.0885
NR-Rajasthan-PV,2050.01.04.18.00,0
NR-Rajasthan-PV,2050.01.04.19.00,0
NR-Rajasthan-PV,2050.01.04.20.00,0
NR-Rajasthan-PV,2050.01.04.21.00,0
NR-Rajasthan-PV,2050.01.04.22.00,0
NR-Rajasthan-PV,2050.01.04.23.00,0
NR-Rajasthan-PV,2050.04.29.00.00,0
NR-Rajasthan-PV,2050.04.29.01.00,0
NR-Rajasthan-PV,2050.04.29.02.00,0
NR-Rajasthan-PV,2050.04.29.03.00,0
NR-Rajasthan-PV,2050.04.29.04.00,0
NR-Rajasthan-PV,2050.04.29.05.00,0
NR-Rajasthan-PV,2050.04.29.06.00,0.029
NR-Rajasthan-PV,2050.04.29.07.00,0.163
NR-Rajasthan-PV,2050.04.29.08.00,0.375
NR-Rajasthan-PV,2050.04.29.09.00,0.5605
NR-Rajasthan-PV,2050.04.29.10.00,0.6915
NR-Rajasthan-PV,2050.04.29.11.00,0.7725
NR-Rajasthan-PV,2050.04.29.12.00,0.8005
NR-Rajasthan-PV,2050.04.29.13.00,0.772
NR-Rajasthan-PV,2050.04.29.14.00,0.693
NR-Rajasthan-PV,2050.04.29.15.00,0.555
NR-Rajasthan-PV,2050.04.29.16.00,0.357
NR-Rajasthan-PV,2050.04.29.17.00,0.159
NR-Rajasthan-PV,2050.04.29.18.00,0.036
NR-Rajasthan-PV,2050.04.29.19.00,0
NR-Rajasthan-PV,2050.04.29.20.00,0
NR-Rajasthan-PV,2050.04.29.21.00,0
NR-Rajasthan-PV,2050.04.29.22.00,0
NR-Rajasthan-PV,2050.04.29.23.00,0
NR-Rajasthan-PV,2050.07.23.00.00,0
NR-Rajasthan-PV,2050.07.23.01.00,0
NR-Rajasthan-PV,2050.07.23.02.00,0
NR-Rajasthan-PV,2050.07.23.03.00,0
NR-Rajasthan-PV,2050.07.23.04.00,0
NR-Rajasthan-PV,2050.07.23.05.00,0.003
NR-Rajasthan-PV,2050.07.23.06.00,0.05
NR-Rajasthan-PV,2050.07.23.07.00,0.1735
NR-Rajasthan-PV,2050.07.23.08.00,0.339
NR-Rajasthan-PV,2050.07.23.09.00,0.5
NR-Rajasthan-PV,2050.07.23.10.00,0.628
NR-Rajasthan-PV,2050.07.23.11.00,0.71
NR-Rajasthan-PV,2050.07.23.12.00,0.7355
NR-Rajasthan-PV,2050.07.23.13.00,0.692
NR-Rajasthan-PV,2050.07.23.14.00,0.593
NR-Rajasthan-PV,2050.07.23.15.00,0.4655
NR-Rajasthan-PV,2050.07.23.16.00,0.323
NR-Rajasthan-PV,2050.07.23.17.00,0.178
NR-Rajasthan-PV,2050.07.23.18.00,0.061
NR-Rajasthan-PV,2050.07.23.19.00,0.0075
NR-Rajasthan-PV,2050.07.23.20.00,0
NR-Rajasthan-PV,2050.07.23.21.00,0
NR-Rajasthan-PV,2050.07.23.22.00,0
NR-Rajasthan-PV,2050.07.23.23.00,0
NR-Rajasthan-PV,2050.10.22.00.00,0
NR-Rajasthan-PV,2050.10.22.01.00,0
NR-Rajasthan-PV,2050.10.22.02.00,0
NR-Rajasthan-PV,2050.10.22.03.00,0
NR-Rajasthan-PV,2050.10.22.04.00,0
NR-Rajasthan-PV,2050.10.22.05.00,0
NR-Rajasthan-PV,2050.10.22.06.00,0.0035
NR-Rajasthan-PV,2050.10.22.07.00,0.065
NR-Rajasthan-PV,2050.10.22.08.00,0.2045
NR-Rajasthan-PV,2050.10.22.09.00,0.3805
NR-Rajasthan-PV,2050.10.22.10.00,0.549
NR-Rajasthan-PV,2050.10.22.11.00,0.6595
NR-Rajasthan-PV,2050.10.22.12.00,0.728
NR-Rajasthan-PV,2050.10.22.13.00,0.743
NR-Rajasthan-PV,2050.10.22.14.00,0.664
NR-Rajasthan-PV,2050.10.22.15.00,0.471
NR-Rajasthan-PV,2050.10.22.16.00,0.2425
NR-Rajasthan-PV,2050.10.22.17.00,0.08
NR-Rajasthan-PV,2050.10.22.18.00,0.0075
NR-Rajasthan-PV,2050.10.22.19.00,0
NR-Rajasthan-PV,2050.10.22.20.00,0
NR-Rajasthan-PV,2050.10.22.21.00,0
NR-Rajasthan-PV,2050.10.22.22.00,0
NR-Rajasthan-PV,2050.10.22.23.00,0
NR-Uttarakhand-PV,2050.01.04.00.00,0
NR-Uttarakhand-PV,2050.01.04.01.00,0
NR-Uttarakhand-PV,2050.01.04.02.00,0
NR-Uttarakhand-PV,2050.01.04.03.00,0
NR-Uttarakhand-PV,2050.01.04.04.00,0
NR-Uttarakhand-PV,2050.01.04.05.00,0
NR-Uttarakhand-PV,2050.01.04.06.00,0.003
NR-Uttarakhand-PV,2050.01.04.07.00,0.1535
NR-Uttarakhand-PV,2050.01.04.08.00,0.43
NR-Uttarakhand-PV,2050.01.04.09.00,0.65
NR-Uttarakhand-PV,2050.01.04.10.00,0.788
NR-Uttarakhand-PV,2050.01.04.11.00,0.8465
NR-Uttarakhand-PV,2050.01.04.12.00,0.83
NR-Uttarakhand-PV,2050.01.04.13.00,0.7325
NR-Uttarakhand-PV,2050.01.04.14.00,0.5685
NR-Uttarakhand-PV,2050.01.04.15.00,0.3985
NR-Uttarakhand-PV,2050.01.04.16.00,0.196
NR-Uttarakhand-PV,2050.01.04.17.00,0.0345
NR-Uttarakhand-PV,2050.01.04.18.00,0
NR-Uttarakhand-PV,2050.01.04.19.00,0
NR-Uttarakhand-PV,2050.01.04.20.00,0
NR-Uttarakhand-PV,2050.01.04.21.00,0
NR-Uttarakhand-PV,2050.01.04.22.00,0
NR-Uttarakhand-PV,2050.01.04.23.00,0
NR-Uttarakhand-PV,2050.04.29.00.00,0
NR-Uttarakhand-PV,2050.04.29.01.00,0
NR-Uttarakhand-PV,2050.04.29.02.00,0
NR-Uttarakhand-PV,2050.04.29.03.00,0
NR-Uttarakhand-PV,2050.04.29.04.00,0
NR-Uttarakhand-PV,2050.04.29.05.00,0.005
NR-Uttarakhand-PV,2050.04.29.06.00,0.0995
NR-Uttarakhand-PV,2050.04.29.07.00,0.3105
NR-Uttarakhand-PV,2050.04.29.08.00,0.535
NR-Uttarakhand-PV,2050.04.29.09.00,0.712
NR-Uttarakhand-PV,2050.04.29.10.00,0.83
NR-Uttarakhand-PV,2050.04.29.11.00,0.8895
NR-Uttarakhand-PV,2050.04.29.12.00,0.887
NR-Uttarakhand-PV,2050.04.29.13.00,0.8145
NR-Uttarakhand-PV,2050.04.29.14.00,0.688
NR-Uttarakhand-PV,2050.04.29.15.00,0.4995
NR-Uttarakhand-PV,2050.04.29.16.00,0.2805
NR-Uttarakhand-PV,2050.04.29.17.00,0.1105
NR-Uttarakhand-PV,2050.04.29.18.00,0.0215
NR-Uttarakhand-PV,2050.04.29.19.00,0
NR-Uttarakhand-PV,2050.04.29.20.00,0
NR-Uttarakhand-PV,2050.04.29.21.00,0
NR-Uttarakhand-PV,2050.04.29.22.00,0
NR-Uttarakhand-PV,2050.04.29.23.00,0
NR-Uttarakhand-PV,2050.07.23.00.00,0
NR-Uttarakhand-PV,2050.07.23.01.00,0
NR-Uttarakhand-PV,2050.07.23.02.00,0
NR-Uttarakhand-PV,2050.07.23.03.00,0
NR-Uttarakhand-PV,2050.07.23.04.00,0
NR-Uttarakhand-PV,2050.07.23.05.00,0.025
NR-Uttarakhand-PV,2050.07.23.06.00,0.1205
NR-Uttarakhand-PV,2050.07.23.07.00,0.275
NR-Uttarakhand-PV,2050.07.23.08.00,0.431
NR-Uttarakhand-PV,2050.07.23.09.00,0.556
NR-Uttarakhand-PV,2050.07.23.10.00,0.6415
NR-Uttarakhand-PV,2050.07.23.11.00,0.677
NR-Uttarakhand-PV,2050.07.23.12.00,0.66
NR-Uttarakhand-PV,2050.07.23.13.00,0.606
NR-Uttarakhand-PV,2050.07.23.14.00,0.5305
NR-Uttarakhand-PV,2050.07.23.15.00,0.4305
NR-Uttarakhand-PV,2050.07.23.16.00,0.2995
NR-Uttarakhand-PV,2050.07.23.17.00,0.1595
NR-Uttarakhand-PV,2050.07.23.18.00,0.048
NR-Uttarakhand-PV,2050.07.23.19.00,0.002
NR-Uttarakhand-PV,2050.07.23.20.00,0
NR-Uttarakhand-PV,2050.07.23.21.00,0
NR-Uttarakhand-PV,2050.07.23.22.00,0
NR-Uttarakhand-PV,2050.07.23.23.00,0
NR-Uttarakhand-PV,2050.10.22.00.00,0
NR-Uttarakhand-PV,2050.10.22.01.00,0
NR-Uttarakhand-PV,2050.10.22.02.00,0
NR-Uttarakhand-PV,2050.10.22.03.00,0
NR-Uttarakhand-PV,2050.10.22.04.00,0
NR-Uttarakhand-PV,2050.10.22.05.00,0
NR-Uttarakhand-PV,2050.10.22.06.00,0.01
NR-Uttarakhand-PV,2050.10.22.07.00,0.1355
NR-Uttarakhand-PV,2050.10.22.08.00,0.3795
NR-Uttarakhand-PV,2050.10.22.09.00,0.5925
NR-Uttarakhand-PV,2050.10.22.10.00,0.7275
NR-Uttarakhand-PV,2050.10.22.11.00,0.7995
NR-Uttarakhand-PV,2050.10.22.12.00,0.812
NR-Uttarakhand-PV,2050.10.22.13.00,0.7645
NR-Uttarakhand-PV,2050.10.22.14.00,0.658
NR-Uttarakhand-PV,2050.10.22.15.00,0.488
NR-Uttarakhand-PV,2050.10.22.16.00,0.251
NR-Uttarakhand-PV,2050.10.22.17.00,0.058
NR-Uttarakhand-PV,2050.10.22.18.00,0
NR-Uttarakhand-PV,2050.10.22.19.00,0
NR-Uttarakhand-PV,2050.10.22.20.00,0
NR-Uttarakhand-PV,2050.10.22.21.00,0
NR-Uttarakhand-PV,2050.10.22.22.00,0
NR-Uttarakhand-PV,2050.10.22.23.00,0
NR-UttarPradesh-PV,2050.01.04.00.00,0
NR-UttarPradesh-PV,2050.01.04.01.00,0
NR-UttarPradesh-PV,2050.01.04.02.00,0
NR-UttarPradesh-PV,2050.01.04.03.00,0
NR-UttarPradesh-PV,2050.01.04.04.00,0
NR-UttarPradesh-PV,2050.01.04.05.00,0
NR-UttarPradesh-PV,2050.01.04.06.00,0.007
NR-UttarPradesh-PV,2050.01.04.07.00,0.1175
NR-UttarPradesh-PV,2050.01.04.08.00,0.341
NR-UttarPradesh-PV,2050.01.04.09.00,0.5445
NR-UttarPradesh-PV,2050.01.04.10.00,0.6685
NR-UttarPradesh-PV,2050.01.04.11.00,0.6945
NR-UttarPradesh-PV,2050.01.04.12.00,0.6635
NR-UttarPradesh-PV,2050.01.04.13.00,0.604
NR-UttarPradesh-PV,2050.01.04.14.00,0.471
NR-UttarPradesh-PV,2050.01.04.15.00,0.29
NR-UttarPradesh-PV,2050.01.04.16.00,0.1155
NR-UttarPradesh-PV,2050.01.04.17.00,0.016
NR-UttarPradesh-PV,2050.01.04.18.00,0
NR-UttarPradesh-PV,2050.01.04.19.00,0
NR-UttarPradesh-PV,2050.01.04.20.00,0
NR-UttarPradesh-PV,2050.01.04.21.00,0
NR-UttarPradesh-PV,2050.01.04.22.00,0
NR-UttarPradesh-PV,2050.01.04.23.00,0
NR-UttarPradesh-PV,2050.04.29.00.00,0
NR-UttarPradesh-PV,2050.04.29.01.00,0
NR-UttarPradesh-PV,2050.04.29.02.00,0
NR-UttarPradesh-PV,2050.04.29.03.00,0
NR-UttarPradesh-PV,2050.04.29.04.00,0
NR-UttarPradesh-PV,2050.04.29.05.00,0.0135
NR-UttarPradesh-PV,2050.04.29.06.00,0.1055
NR-UttarPradesh-PV,2050.04.29.07.00,0.2815
NR-UttarPradesh-PV,2050.04.29.08.00,0.4615
NR-UttarPradesh-PV,2050.04.29.09.00,0.6025
NR-UttarPradesh-PV,2050.04.29.10.00,0.6975
NR-UttarPradesh-PV,2050.04.29.11.00,0.738
NR-UttarPradesh-PV,2050.04.29.12.00,0.7325
NR-UttarPradesh-PV,2050.04.29.13.00,0.6905
NR-UttarPradesh-PV,2050.04.29.14.00,0.6
NR-UttarPradesh-PV,2050.04.29.15.00,0.4645
NR-UttarPradesh-PV,2050.04.29.16.00,0.297
NR-UttarPradesh-PV,2050.04.29.17.00,0.1285
NR-UttarPradesh-PV,2050.04.29.18.00,0.025
NR-UttarPradesh-PV,2050.04.29.19.00,0
NR-UttarPradesh-PV,2050.04.29.20.00,0
NR-UttarPradesh-PV,2050.04.29.21.00,0
NR-UttarPradesh-PV,2050.04.29.22.00,0
NR-UttarPradesh-PV,2050.04.29.23.00,0
NR-UttarPradesh-PV,2050.07.23.00.00,0
NR-UttarPradesh-PV,2050.07.23.01.00,0
NR-UttarPradesh-PV,2050.07.23.02.00,0
NR-UttarPradesh-PV,2050.07.23.03.00,0
NR-UttarPradesh-PV,2050.07.23.04.00,0
NR-UttarPradesh-PV,2050.07.23.05.00,0.0135
NR-UttarPradesh-PV,2050.07.23.06.00,0.083
NR-UttarPradesh-PV,2050.07.23.07.00,0.211
NR-UttarPradesh-PV,2050.07.23.08.00,0.349
NR-UttarPradesh-PV,2050.07.23.09.00,0.47
NR-UttarPradesh-PV,2050.07.23.10.00,0.5635
NR-UttarPradesh-PV,2050.07.23.11.00,0.6185
NR-UttarPradesh-PV,2050.07.23.12.00,0.632
NR-UttarPradesh-PV,2050.07.23.13.00,0.6045
NR-UttarPradesh-PV,2050.07.23.14.00,0.531
NR-UttarPradesh-PV,2050.07.23.15.00,0.4205
NR-UttarPradesh-PV,2050.07.23.16.00,0.2775
NR-UttarPradesh-PV,2050.07.23.17.00,0.1275
NR-UttarPradesh-PV,2050.07.23.18.00,0.0295
NR-UttarPradesh-PV,2050.07.23.19.00,0
NR-UttarPradesh-PV,2050.07.23.20.00,0
NR-UttarPradesh-PV,2050.07.23.21.00,0
NR-UttarPradesh-PV,2050.07.23.22.00,0
NR-UttarPradesh-PV,2050.07.23.23.00,0
NR-UttarPradesh-PV,2050.10.22.00.00,0
NR-UttarPradesh-PV,2050.10.22.01.00,0
NR-UttarPradesh-PV,2050.10.22.02.00,0
NR-UttarPradesh-PV,2050.10.22.03.00,0
NR-UttarPradesh-PV,2050.10.22.04.00,0
NR-UttarPradesh-PV,2050.10.22.05.00,0
NR-UttarPradesh-PV,2050.10.22.06.00,0.0055
NR-UttarPradesh-PV,2050.10.22.07.00,0.095
NR-UttarPradesh-PV,2050.10.22.08.00,0.298
NR-UttarPradesh-PV,2050.10.22.09.00,0.5045
NR-UttarPradesh-PV,2050.10.22.10.00,0.6435
NR-UttarPradesh-PV,2050.10.22.11.00,0.7
NR-UttarPradesh-PV,2050.10.22.12.00,0.6915
NR-UttarPradesh-PV,2050.10.22.13.00,0.634
NR-UttarPradesh-PV,2050.10.22.14.00,0.5015
NR-UttarPradesh-PV,2050.10.22.15.00,0.311
NR-UttarPradesh-PV,2050.10.22.16.00,0.1195
NR-UttarPradesh-PV,2050.10.22.17.00,0.015
NR-UttarPradesh-PV,2050.10.22.18.00,0
NR-UttarPradesh-PV,2050.10.22.19.00,0
NR-UttarPradesh-PV,2050.10.22.20.00,0
NR-UttarPradesh-PV,2050.10.22.21.00,0
NR-UttarPradesh-PV,2050.10.22.22.00,0
NR-UttarPradesh-PV,2050.10.22.23.00,0
SR-AndhraPradeshandTelangana-PV,2050.01.04.00.00,0
SR-AndhraPradeshandTelangana-PV,2050.01.04.01.00,0
SR-AndhraPradeshandTelangana-PV,2050.01.04.02.00,0
