GENERATION_PROJECT,gen_storage_energy_limit_mwh
NR-ERES_2030,329.409
NR-ERES_2040,138.465
NR-ERES_2050,138.465
WR-ERES_2030,284.3964
WR-ERES_2040,119.5236
WR-ERES_2050,119.5236
SR-ERES_2030,240.3936
SR-ERES_2040,101.0412
SR-ERES_2050,101.0412
ER-ERES_2030,219.9222
ER-ERES_2040,92.4426
ER-ERES_2050,92.4426
NER-ERES_2030,47.7666
NER-ERES_2040,20.0736
NER-ERES_2050,20.0736
