GENERATION_PROJECT,gen_storage_energy_limit_mwh
NR-ERES_2030,355.855758160236
NR-ERES_2040,149.184083111056
NR-ERES_2050,149.177270779087
WR-ERES_2030,307.212579045386
WR-ERES_2040,128.791584438635
WR-ERES_2050,128.785703308358
SR-ERES_2030,259.673712308829
SR-ERES_2040,108.862042528459
SR-ERES_2050,108.857071459448
ER-ERES_2030,237.58746474295
ER-ERES_2040,99.602907283567
ER-ERES_2050,99.598359023086
NER-ERES_2030,51.599886450283
NER-ERES_2040,21.632028068108
NER-ERES_2050,21.631040264629
