GENERATION_PROJECT,gen_tech,gen_energy_source,gen_load_zone,gen_max_age,gen_is_variable,gen_is_flexible_baseload,gen_is_baseload,gen_can_provide_spinning_reserves,gen_can_provide_quickstart_reserves,gen_full_load_heat_rate,gen_variable_om,gen_connect_cost_per_mw,gen_scheduled_outage_rate,gen_forced_outage_rate,gen_capacity_limit_mw,gen_min_build_capacity,gen_is_cogen,gen_storage_efficiency,gen_store_to_release_ratio,gen_storage_energy_to_power_ratio,gen_min_load_fraction,gen_is_pumped_hydro
Guizhou-Coal-SUPERCRITICAL_EP,Coal-SUPERCRITICAL_EP,Coal,Guizhou,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.322292683,0,0,0.32,0.05,29800,0,FALSE,.,.,.,0.5,FALSE
Guizhou-Coal-ULTRASUPERCRITICAL,Coal-ULTRASUPERCRITICAL,Coal,Guizhou,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.420033775,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Guizhou-Coal-ULTRASUPERCRITICAL_EP,Coal-ULTRASUPERCRITICAL_EP,Coal,Guizhou,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.420033775,0,0,0.32,0.05,0,0,FALSE,.,.,.,0.5,FALSE
Guizhou-Coal-IGCC,Coal-IGCC,Coal,Guizhou,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.317010225,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Guizhou-Coal-IGCC_EP,Coal-IGCC_EP,Coal,Guizhou,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.317010225,0,0,0.32,0.05,0,0,FALSE,.,.,.,0.5,FALSE
Guizhou-Gas-CCGT,Gas-CCGT,Gas,Guizhou,20,FALSE,FALSE,FALSE,TRUE,TRUE,5.884166221,0,0,0.65,0.0224,.,0,FALSE,.,.,.,0.4,FALSE
Guizhou-Gas-CCGT_EP,Gas-CCGT_EP,Gas,Guizhou,20,FALSE,FALSE,FALSE,TRUE,TRUE,5.884166221,0,0,0.65,0.0224,0,0,FALSE,.,.,.,0.4,FALSE
Guizhou-Gas-turbine,Gas-turbine,Gas,Guizhou,20,FALSE,FALSE,FALSE,TRUE,TRUE,8.610652824,0,0,0.0318,0.0413,.,0,FALSE,.,.,.,0.25,FALSE
Guizhou-Gas-turbine_EP,Gas-turbine_EP,Gas,Guizhou,20,FALSE,FALSE,FALSE,TRUE,TRUE,8.610652824,0,0,0.0318,0.0413,0,0,FALSE,.,.,.,0.25,FALSE
Guizhou-Nuclear,Nuclear,Uranium,Guizhou,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.33981818,0,0,0.1112,0.0272,.,0,FALSE,.,.,.,1,FALSE
Guizhou-Nuclear_EP,Nuclear_EP,Uranium,Guizhou,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.33981818,0,0,0.1112,0.0272,0,0,FALSE,.,.,.,1,FALSE
Hainan-Coal-SUBCRITICAL,Coal-SUBCRITICAL,Coal,Hainan,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.222,0,0,0.52,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Hainan-Coal-SUBCRITICAL_EP,Coal-SUBCRITICAL_EP,Coal,Hainan,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.222,0,0,0.52,0.05,846,0,FALSE,.,.,.,0.5,FALSE
Hainan-Coal-SUPERCRITICAL,Coal-SUPERCRITICAL,Coal,Hainan,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.322292683,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Hainan-Coal-SUPERCRITICAL_EP,Coal-SUPERCRITICAL_EP,Coal,Hainan,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.322292683,0,0,0.32,0.05,2760,0,FALSE,.,.,.,0.5,FALSE
Hainan-Coal-ULTRASUPERCRITICAL,Coal-ULTRASUPERCRITICAL,Coal,Hainan,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.420033775,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Hainan-Coal-ULTRASUPERCRITICAL_EP,Coal-ULTRASUPERCRITICAL_EP,Coal,Hainan,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.420033775,0,0,0.32,0.05,0,0,FALSE,.,.,.,0.5,FALSE
Hainan-Coal-IGCC,Coal-IGCC,Coal,Hainan,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.317010225,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Hainan-Coal-IGCC_EP,Coal-IGCC_EP,Coal,Hainan,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.317010225,0,0,0.32,0.05,0,0,FALSE,.,.,.,0.5,FALSE
Hainan-Gas-CCGT,Gas-CCGT,Gas,Hainan,20,FALSE,FALSE,FALSE,TRUE,TRUE,5.884166221,0,0,0.65,0.0224,.,0,FALSE,.,.,.,0.4,FALSE
Hainan-Gas-CCGT_EP,Gas-CCGT_EP,Gas,Hainan,20,FALSE,FALSE,FALSE,TRUE,TRUE,5.884166221,0,0,0.65,0.0224,604.1,0,FALSE,.,.,.,0.4,FALSE
Hainan-Gas-turbine,Gas-turbine,Gas,Hainan,20,FALSE,FALSE,FALSE,TRUE,TRUE,8.610652824,0,0,0.0318,0.0413,.,0,FALSE,.,.,.,0.25,FALSE
Hainan-Gas-turbine_EP,Gas-turbine_EP,Gas,Hainan,20,FALSE,FALSE,FALSE,TRUE,TRUE,8.610652824,0,0,0.0318,0.0413,0,0,FALSE,.,.,.,0.25,FALSE
Hainan-Nuclear,Nuclear,Uranium,Hainan,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.33981818,0,0,0.1112,0.0272,.,0,FALSE,.,.,.,1,FALSE
Hainan-Nuclear_EP,Nuclear_EP,Uranium,Hainan,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.33981818,0,0,0.1112,0.0272,611,0,FALSE,.,.,.,1,FALSE
Hebei-Coal-SUBCRITICAL,Coal-SUBCRITICAL,Coal,Hebei,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.222,0,0,0.52,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Hebei-Coal-SUBCRITICAL_EP,Coal-SUBCRITICAL_EP,Coal,Hebei,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.222,0,0,0.52,0.05,6796.5,0,FALSE,.,.,.,0.5,FALSE
Hebei-Coal-SUPERCRITICAL,Coal-SUPERCRITICAL,Coal,Hebei,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.322292683,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Hebei-Coal-SUPERCRITICAL_EP,Coal-SUPERCRITICAL_EP,Coal,Hebei,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.322292683,0,0,0.32,0.05,36730,0,FALSE,.,.,.,0.5,FALSE
Hebei-Coal-ULTRASUPERCRITICAL,Coal-ULTRASUPERCRITICAL,Coal,Hebei,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.420033775,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Hebei-Coal-ULTRASUPERCRITICAL_EP,Coal-ULTRASUPERCRITICAL_EP,Coal,Hebei,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.420033775,0,0,0.32,0.05,2000,0,FALSE,.,.,.,0.5,FALSE
Hebei-Coal-IGCC,Coal-IGCC,Coal,Hebei,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.317010225,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Hebei-Coal-IGCC_EP,Coal-IGCC_EP,Coal,Hebei,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.317010225,0,0,0.32,0.05,0,0,FALSE,.,.,.,0.5,FALSE
Hebei-Gas-CCGT,Gas-CCGT,Gas,Hebei,20,FALSE,FALSE,FALSE,TRUE,TRUE,5.884166221,0,0,0.65,0.0224,.,0,FALSE,.,.,.,0.4,FALSE
Hebei-Gas-CCGT_EP,Gas-CCGT_EP,Gas,Hebei,20,FALSE,FALSE,FALSE,TRUE,TRUE,5.884166221,0,0,0.65,0.0224,800,0,FALSE,.,.,.,0.4,FALSE
Hebei-Gas-turbine,Gas-turbine,Gas,Hebei,20,FALSE,FALSE,FALSE,TRUE,TRUE,8.610652824,0,0,0.0318,0.0413,.,0,FALSE,.,.,.,0.25,FALSE
Hebei-Gas-turbine_EP,Gas-turbine_EP,Gas,Hebei,20,FALSE,FALSE,FALSE,TRUE,TRUE,8.610652824,0,0,0.0318,0.0413,0,0,FALSE,.,.,.,0.25,FALSE
Hebei-Nuclear,Nuclear,Uranium,Hebei,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.33981818,0,0,0.1112,0.0272,.,0,FALSE,.,.,.,1,FALSE
Hebei-Nuclear_EP,Nuclear_EP,Uranium,Hebei,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.33981818,0,0,0.1112,0.0272,0,0,FALSE,.,.,.,1,FALSE
Heilongjiang-Coal-SUBCRITICAL,Coal-SUBCRITICAL,Coal,Heilongjiang,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.222,0,0,0.52,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Heilongjiang-Coal-SUBCRITICAL_EP,Coal-SUBCRITICAL_EP,Coal,Heilongjiang,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.222,0,0,0.52,0.05,6484,0,FALSE,.,.,.,0.5,FALSE
Heilongjiang-Coal-SUPERCRITICAL,Coal-SUPERCRITICAL,Coal,Heilongjiang,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.322292683,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Heilongjiang-Coal-SUPERCRITICAL_EP,Coal-SUPERCRITICAL_EP,Coal,Heilongjiang,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.322292683,0,0,0.32,0.05,12130,0,FALSE,.,.,.,0.5,FALSE
Heilongjiang-Coal-ULTRASUPERCRITICAL,Coal-ULTRASUPERCRITICAL,Coal,Heilongjiang,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.420033775,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Heilongjiang-Coal-ULTRASUPERCRITICAL_EP,Coal-ULTRASUPERCRITICAL_EP,Coal,Heilongjiang,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.420033775,0,0,0.32,0.05,0,0,FALSE,.,.,.,0.5,FALSE
Heilongjiang-Coal-IGCC,Coal-IGCC,Coal,Heilongjiang,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.317010225,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Heilongjiang-Coal-IGCC_EP,Coal-IGCC_EP,Coal,Heilongjiang,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.317010225,0,0,0.32,0.05,0,0,FALSE,.,.,.,0.5,FALSE
Heilongjiang-Gas-CCGT,Gas-CCGT,Gas,Heilongjiang,20,FALSE,FALSE,FALSE,TRUE,TRUE,5.884166221,0,0,0.65,0.0224,.,0,FALSE,.,.,.,0.4,FALSE
Heilongjiang-Gas-CCGT_EP,Gas-CCGT_EP,Gas,Heilongjiang,20,FALSE,FALSE,FALSE,TRUE,TRUE,5.884166221,0,0,0.65,0.0224,122,0,FALSE,.,.,.,0.4,FALSE
Heilongjiang-Gas-turbine,Gas-turbine,Gas,Heilongjiang,20,FALSE,FALSE,FALSE,TRUE,TRUE,8.610652824,0,0,0.0318,0.0413,.,0,FALSE,.,.,.,0.25,FALSE
Heilongjiang-Gas-turbine_EP,Gas-turbine_EP,Gas,Heilongjiang,20,FALSE,FALSE,FALSE,TRUE,TRUE,8.610652824,0,0,0.0318,0.0413,0,0,FALSE,.,.,.,0.25,FALSE
Heilongjiang-Nuclear,Nuclear,Uranium,Heilongjiang,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.33981818,0,0,0.1112,0.0272,.,0,FALSE,.,.,.,1,FALSE
Heilongjiang-Nuclear_EP,Nuclear_EP,Uranium,Heilongjiang,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.33981818,0,0,0.1112,0.0272,0,0,FALSE,.,.,.,1,FALSE
Henan-Coal-SUBCRITICAL,Coal-SUBCRITICAL,Coal,Henan,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.222,0,0,0.52,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Henan-Coal-SUBCRITICAL_EP,Coal-SUBCRITICAL_EP,Coal,Henan,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.222,0,0,0.52,0.05,9735.5,0,FALSE,.,.,.,0.5,FALSE
Henan-Coal-SUPERCRITICAL,Coal-SUPERCRITICAL,Coal,Henan,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.322292683,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Henan-Coal-SUPERCRITICAL_EP,Coal-SUPERCRITICAL_EP,Coal,Henan,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.322292683,0,0,0.32,0.05,51280,0,FALSE,.,.,.,0.5,FALSE
Henan-Coal-ULTRASUPERCRITICAL,Coal-ULTRASUPERCRITICAL,Coal,Henan,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.420033775,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Henan-Coal-ULTRASUPERCRITICAL_EP,Coal-ULTRASUPERCRITICAL_EP,Coal,Henan,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.420033775,0,0,0.32,0.05,11000,0,FALSE,.,.,.,0.5,FALSE
Henan-Coal-IGCC,Coal-IGCC,Coal,Henan,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.317010225,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Henan-Coal-IGCC_EP,Coal-IGCC_EP,Coal,Henan,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.317010225,0,0,0.32,0.05,0,0,FALSE,.,.,.,0.5,FALSE
Henan-Gas-CCGT,Gas-CCGT,Gas,Henan,20,FALSE,FALSE,FALSE,TRUE,TRUE,5.884166221,0,0,0.65,0.0224,.,0,FALSE,.,.,.,0.4,FALSE
Henan-Gas-CCGT_EP,Gas-CCGT_EP,Gas,Henan,20,FALSE,FALSE,FALSE,TRUE,TRUE,5.884166221,0,0,0.65,0.0224,2160,0,FALSE,.,.,.,0.4,FALSE
Henan-Gas-turbine,Gas-turbine,Gas,Henan,20,FALSE,FALSE,FALSE,TRUE,TRUE,8.610652824,0,0,0.0318,0.0413,.,0,FALSE,.,.,.,0.25,FALSE
Henan-Gas-turbine_EP,Gas-turbine_EP,Gas,Henan,20,FALSE,FALSE,FALSE,TRUE,TRUE,8.610652824,0,0,0.0318,0.0413,0,0,FALSE,.,.,.,0.25,FALSE
Henan-Nuclear,Nuclear,Uranium,Henan,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.33981818,0,0,0.1112,0.0272,.,0,FALSE,.,.,.,1,FALSE
Henan-Nuclear_EP,Nuclear_EP,Uranium,Henan,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.33981818,0,0,0.1112,0.0272,0,0,FALSE,.,.,.,1,FALSE
Hubei-Coal-SUBCRITICAL,Coal-SUBCRITICAL,Coal,Hubei,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.222,0,0,0.52,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Hubei-Coal-SUBCRITICAL_EP,Coal-SUBCRITICAL_EP,Coal,Hubei,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.222,0,0,0.52,0.05,1929,0,FALSE,.,.,.,0.5,FALSE
Hubei-Coal-SUPERCRITICAL,Coal-SUPERCRITICAL,Coal,Hubei,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.322292683,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Hubei-Coal-SUPERCRITICAL_EP,Coal-SUPERCRITICAL_EP,Coal,Hubei,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.322292683,0,0,0.32,0.05,17908,0,FALSE,.,.,.,0.5,FALSE
Hubei-Coal-ULTRASUPERCRITICAL,Coal-ULTRASUPERCRITICAL,Coal,Hubei,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.420033775,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Hubei-Coal-ULTRASUPERCRITICAL_EP,Coal-ULTRASUPERCRITICAL_EP,Coal,Hubei,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.420033775,0,0,0.32,0.05,3000,0,FALSE,.,.,.,0.5,FALSE
Hubei-Coal-IGCC,Coal-IGCC,Coal,Hubei,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.317010225,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Hubei-Coal-IGCC_EP,Coal-IGCC_EP,Coal,Hubei,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.317010225,0,0,0.32,0.05,0,0,FALSE,.,.,.,0.5,FALSE
Hubei-Gas-CCGT,Gas-CCGT,Gas,Hubei,20,FALSE,FALSE,FALSE,TRUE,TRUE,5.884166221,0,0,0.65,0.0224,.,0,FALSE,.,.,.,0.4,FALSE
Hubei-Gas-CCGT_EP,Gas-CCGT_EP,Gas,Hubei,20,FALSE,FALSE,FALSE,TRUE,TRUE,5.884166221,0,0,0.65,0.0224,740.3,0,FALSE,.,.,.,0.4,FALSE
Hubei-Gas-turbine,Gas-turbine,Gas,Hubei,20,FALSE,FALSE,FALSE,TRUE,TRUE,8.610652824,0,0,0.0318,0.0413,.,0,FALSE,.,.,.,0.25,FALSE
Hubei-Gas-turbine_EP,Gas-turbine_EP,Gas,Hubei,20,FALSE,FALSE,FALSE,TRUE,TRUE,8.610652824,0,0,0.0318,0.0413,0,0,FALSE,.,.,.,0.25,FALSE
Hubei-Nuclear,Nuclear,Uranium,Hubei,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.33981818,0,0,0.1112,0.0272,.,0,FALSE,.,.,.,1,FALSE
Hubei-Nuclear_EP,Nuclear_EP,Uranium,Hubei,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.33981818,0,0,0.1112,0.0272,0,0,FALSE,.,.,.,1,FALSE
Hunan-Coal-SUBCRITICAL,Coal-SUBCRITICAL,Coal,Hunan,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.222,0,0,0.52,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Hunan-Coal-SUBCRITICAL_EP,Coal-SUBCRITICAL_EP,Coal,Hunan,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.222,0,0,0.52,0.05,1656.6,0,FALSE,.,.,.,0.5,FALSE
Hunan-Coal-SUPERCRITICAL,Coal-SUPERCRITICAL,Coal,Hunan,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.322292683,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Hunan-Coal-SUPERCRITICAL_EP,Coal-SUPERCRITICAL_EP,Coal,Hunan,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.322292683,0,0,0.32,0.05,20026,0,FALSE,.,.,.,0.5,FALSE
Hunan-Coal-ULTRASUPERCRITICAL,Coal-ULTRASUPERCRITICAL,Coal,Hunan,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.420033775,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Hunan-Coal-ULTRASUPERCRITICAL_EP,Coal-ULTRASUPERCRITICAL_EP,Coal,Hunan,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.420033775,0,0,0.32,0.05,2000,0,FALSE,.,.,.,0.5,FALSE
Hunan-Coal-IGCC,Coal-IGCC,Coal,Hunan,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.317010225,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Hunan-Coal-IGCC_EP,Coal-IGCC_EP,Coal,Hunan,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.317010225,0,0,0.32,0.05,0,0,FALSE,.,.,.,0.5,FALSE
Hunan-Gas-CCGT,Gas-CCGT,Gas,Hunan,20,FALSE,FALSE,FALSE,TRUE,TRUE,5.884166221,0,0,0.65,0.0224,.,0,FALSE,.,.,.,0.4,FALSE
Hunan-Gas-CCGT_EP,Gas-CCGT_EP,Gas,Hunan,20,FALSE,FALSE,FALSE,TRUE,TRUE,5.884166221,0,0,0.65,0.0224,0,0,FALSE,.,.,.,0.4,FALSE
Hunan-Gas-turbine,Gas-turbine,Gas,Hunan,20,FALSE,FALSE,FALSE,TRUE,TRUE,8.610652824,0,0,0.0318,0.0413,.,0,FALSE,.,.,.,0.25,FALSE
Hunan-Gas-turbine_EP,Gas-turbine_EP,Gas,Hunan,20,FALSE,FALSE,FALSE,TRUE,TRUE,8.610652824,0,0,0.0318,0.0413,0,0,FALSE,.,.,.,0.25,FALSE
Hunan-Nuclear,Nuclear,Uranium,Hunan,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.33981818,0,0,0.1112,0.0272,.,0,FALSE,.,.,.,1,FALSE
Hunan-Nuclear_EP,Nuclear_EP,Uranium,Hunan,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.33981818,0,0,0.1112,0.0272,0,0,FALSE,.,.,.,1,FALSE
Jiangsu-Coal-SUBCRITICAL,Coal-SUBCRITICAL,Coal,Jiangsu,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.222,0,0,0.52,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Jiangsu-Coal-SUBCRITICAL_EP,Coal-SUBCRITICAL_EP,Coal,Jiangsu,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.222,0,0,0.52,0.05,9896.5,0,FALSE,.,.,.,0.5,FALSE
Jiangsu-Coal-SUPERCRITICAL,Coal-SUPERCRITICAL,Coal,Jiangsu,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.322292683,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Jiangsu-Coal-SUPERCRITICAL_EP,Coal-SUPERCRITICAL_EP,Coal,Jiangsu,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.322292683,0,0,0.32,0.05,45404,0,FALSE,.,.,.,0.5,FALSE
Jiangsu-Coal-ULTRASUPERCRITICAL,Coal-ULTRASUPERCRITICAL,Coal,Jiangsu,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.420033775,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Jiangsu-Coal-ULTRASUPERCRITICAL_EP,Coal-ULTRASUPERCRITICAL_EP,Coal,Jiangsu,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.420033775,0,0,0.32,0.05,27090,0,FALSE,.,.,.,0.5,FALSE
Jiangsu-Coal-IGCC,Coal-IGCC,Coal,Jiangsu,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.317010225,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Jiangsu-Coal-IGCC_EP,Coal-IGCC_EP,Coal,Jiangsu,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.317010225,0,0,0.32,0.05,0,0,FALSE,.,.,.,0.5,FALSE
Jiangsu-Gas-CCGT,Gas-CCGT,Gas,Jiangsu,20,FALSE,FALSE,FALSE,TRUE,TRUE,5.884166221,0,0,0.65,0.0224,.,0,FALSE,.,.,.,0.4,FALSE
Jiangsu-Gas-CCGT_EP,Gas-CCGT_EP,Gas,Jiangsu,20,FALSE,FALSE,FALSE,TRUE,TRUE,5.884166221,0,0,0.65,0.0224,13801,0,FALSE,.,.,.,0.4,FALSE
Jiangsu-Gas-turbine,Gas-turbine,Gas,Jiangsu,20,FALSE,FALSE,FALSE,TRUE,TRUE,8.610652824,0,0,0.0318,0.0413,.,0,FALSE,.,.,.,0.25,FALSE
Jiangsu-Gas-turbine_EP,Gas-turbine_EP,Gas,Jiangsu,20,FALSE,FALSE,FALSE,TRUE,TRUE,8.610652824,0,0,0.0318,0.0413,0,0,FALSE,.,.,.,0.25,FALSE
Jiangsu-Nuclear,Nuclear,Uranium,Jiangsu,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.33981818,0,0,0.1112,0.0272,.,0,FALSE,.,.,.,1,FALSE
Jiangsu-Nuclear_EP,Nuclear_EP,Uranium,Jiangsu,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.33981818,0,0,0.1112,0.0272,6480,0,FALSE,.,.,.,1,FALSE
Jiangxi-Coal-SUBCRITICAL,Coal-SUBCRITICAL,Coal,Jiangxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.222,0,0,0.52,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Jiangxi-Coal-SUBCRITICAL_EP,Coal-SUBCRITICAL_EP,Coal,Jiangxi,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.222,0,0,0.52,0.05,1173.5,0,FALSE,.,.,.,0.5,FALSE
Jiangxi-Coal-SUPERCRITICAL,Coal-SUPERCRITICAL,Coal,Jiangxi,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.322292683,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Jiangxi-Coal-SUPERCRITICAL_EP,Coal-SUPERCRITICAL_EP,Coal,Jiangxi,40,FALSE,TRUE,FALSE,FALSE,FALSE,8.322292683,0,0,0.32,0.05,15390,0,FALSE,.,.,.,0.5,FALSE
Jiangxi-Coal-ULTRASUPERCRITICAL,Coal-ULTRASUPERCRITICAL,Coal,Jiangxi,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.420033775,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Jiangxi-Coal-ULTRASUPERCRITICAL_EP,Coal-ULTRASUPERCRITICAL_EP,Coal,Jiangxi,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.420033775,0,0,0.32,0.05,3000,0,FALSE,.,.,.,0.5,FALSE
Jiangxi-Coal-IGCC,Coal-IGCC,Coal,Jiangxi,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.317010225,0,0,0.32,0.05,.,0,FALSE,.,.,.,0.5,FALSE
Jiangxi-Coal-IGCC_EP,Coal-IGCC_EP,Coal,Jiangxi,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.317010225,0,0,0.32,0.05,0,0,FALSE,.,.,.,0.5,FALSE
Jiangxi-Gas-CCGT,Gas-CCGT,Gas,Jiangxi,20,FALSE,FALSE,FALSE,TRUE,TRUE,5.884166221,0,0,0.65,0.0224,.,0,FALSE,.,.,.,0.4,FALSE
Jiangxi-Gas-CCGT_EP,Gas-CCGT_EP,Gas,Jiangxi,20,FALSE,FALSE,FALSE,TRUE,TRUE,5.884166221,0,0,0.65,0.0224,87,0,FALSE,.,.,.,0.4,FALSE
Jiangxi-Gas-turbine,Gas-turbine,Gas,Jiangxi,20,FALSE,FALSE,FALSE,TRUE,TRUE,8.610652824,0,0,0.0318,0.0413,.,0,FALSE,.,.,.,0.25,FALSE
Jiangxi-Gas-turbine_EP,Gas-turbine_EP,Gas,Jiangxi,20,FALSE,FALSE,FALSE,TRUE,TRUE,8.610652824,0,0,0.0318,0.0413,0,0,FALSE,.,.,.,0.25,FALSE
Jiangxi-Nuclear,Nuclear,Uranium,Jiangxi,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.33981818,0,0,0.1112,0.0272,.,0,FALSE,.,.,.,1,FALSE
Jiangxi-Nuclear_EP,Nuclear_EP,Uranium,Jiangxi,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.33981818,0,0,0.1112,0.0272,0,0,FALSE,.,.,.,1,FALSE
