GENERATION_PROJECT,gen_storage_energy_limit_mwh
NR-ERES_2030,578.058413001641
NR-ERES_2040,327.217150535495
NR-ERES_2050,327.13306176137
WR-ERES_2030,499.041569020086
WR-ERES_2040,282.488683739737
WR-ERES_2050,282.416089356831
SR-ERES_2030,421.818589676706
SR-ERES_2040,238.775656321987
SR-ERES_2050,238.714295381101
ER-ERES_2030,385.941296913203
ER-ERES_2040,218.466868761848
ER-ERES_2050,218.410726804891
NER-ERES_2030,83.819771883766
NER-ERES_2040,47.447223840099
NER-ERES_2050,47.435030778452
